date,region_id,disease_code,disease_name,case_count,severity_avg,outbreak_occurred
2020-11-01,893,B05,Measles,1,2.15,0
2020-11-01,893,A09,Gastroenteritis,2,1.99,0
2020-11-01,893,I10,Hypertension,1,2.86,0
2020-11-01,894,A90,Dengue Fever,1,2.13,0
2020-11-01,894,B50.0,Plasmodium Falciparum Malaria,1,2.51,0
2020-11-01,894,A37.9,Whooping Cough,1,1.6,0
2020-11-01,896,B05,Measles,19,2.72,1
2020-11-01,896,E11,Type 2 Diabetes,1,2.97,0
2020-11-01,896,I10,Hypertension,2,2.83,0
2020-11-01,897,B50.0,Plasmodium Falciparum Malaria,4,2.92,0
2020-11-01,897,B05,Measles,3,1.93,0
2020-11-01,897,I10,Hypertension,6,2.1,0
2020-11-01,897,J45.9,Asthma,9,2.12,0
2020-11-01,898,I10,Hypertension,3,2.17,0
2020-11-01,899,A00.9,Cholera,2,2.28,0
2020-11-01,899,U07.1,COVID-19,3,2.02,0
2020-11-01,899,E11,Type 2 Diabetes,5,1.7,0
2020-11-01,899,K29.7,Gastritis,1,2.01,0
2020-11-01,900,J10.1,Influenza,60,3.81,1
2020-11-01,900,K29.7,Gastritis,3,2.01,0
2020-11-01,900,J45.9,Asthma,1,2.1,0
2020-11-01,901,U07.1,COVID-19,3,2.63,0
2020-11-01,901,B16,Hepatitis B,1,2.6,0
2020-11-01,901,I10,Hypertension,5,2.67,0
2020-11-01,901,J45.9,Asthma,6,1.9,0
2020-11-01,902,B50.0,Plasmodium Falciparum Malaria,6,2.27,0
2020-11-01,902,J10.1,Influenza,3,2.17,0
2020-11-01,902,U07.1,COVID-19,5,1.61,0
2020-11-01,902,B05,Measles,2,1.94,0
2020-11-01,902,J18.9,Pneumonia,32,3.73,1
2020-11-01,902,A39.9,Meningococcal Infection,1,1.93,0
2020-11-01,902,E11,Type 2 Diabetes,6,2.76,0
2020-11-01,902,K29.7,Gastritis,1,2.48,0
2020-11-01,902,J45.9,Asthma,3,2.81,0
2020-11-01,903,B50.0,Plasmodium Falciparum Malaria,2,2.95,0
2020-11-01,903,U07.1,COVID-19,2,2.99,0
2020-11-01,903,A09,Gastroenteritis,3,2.63,0
2020-11-01,903,A39.9,Meningococcal Infection,2,2.77,0
2020-11-01,904,A90,Dengue Fever,1,2.46,0
2020-11-01,904,J10.1,Influenza,6,2.92,0
2020-11-01,904,B05,Measles,3,1.9,0
2020-11-01,904,B16,Hepatitis B,1,2.76,0
2020-11-01,904,E11,Type 2 Diabetes,1,1.59,0
2020-11-01,904,I10,Hypertension,2,2.02,0
2020-11-01,905,J10.1,Influenza,11,1.82,0
2020-11-01,905,A37.9,Whooping Cough,5,1.99,0
2020-11-01,905,E11,Type 2 Diabetes,3,2.06,0
2020-11-01,905,I10,Hypertension,4,1.98,0
2020-11-01,905,K29.7,Gastritis,1,1.77,0
2020-11-01,906,J10.1,Influenza,2,2.49,0
2020-11-01,906,B05,Measles,4,2.93,0
2020-11-01,906,A09,Gastroenteritis,3,1.98,0
2020-11-01,906,K29.7,Gastritis,1,2.32,0
2020-11-01,907,A00.9,Cholera,3,2.92,0
2020-11-01,907,A09,Gastroenteritis,1,2.53,0
2020-11-01,908,B50.0,Plasmodium Falciparum Malaria,1,2.32,0
2020-11-01,908,J18.9,Pneumonia,4,1.52,0
2020-11-01,908,E11,Type 2 Diabetes,2,2.55,0
2020-11-01,908,K29.7,Gastritis,1,2.03,0
2020-11-01,908,J45.9,Asthma,56,2.95,1
2020-11-01,909,A90,Dengue Fever,2,2.45,0
2020-11-01,909,A00.9,Cholera,2,2.88,0
2020-11-01,909,J10.1,Influenza,2,2.02,0
2020-11-01,909,U07.1,COVID-19,2,2.54,0
2020-11-01,909,E11,Type 2 Diabetes,2,1.98,0
2020-11-01,909,J45.9,Asthma,3,1.59,0
2020-11-01,910,A90,Dengue Fever,3,2.36,0
2020-11-01,910,B50.0,Plasmodium Falciparum Malaria,2,1.89,0
2020-11-01,910,J10.1,Influenza,2,1.66,0
2020-11-01,910,B05,Measles,6,2.8,0
2020-11-01,910,J18.9,Pneumonia,4,2.94,0
2020-11-01,910,A09,Gastroenteritis,1,2.45,0
2020-11-01,910,B16,Hepatitis B,1,2.84,0
2020-11-01,910,A39.9,Meningococcal Infection,1,2.49,0
2020-11-01,910,K29.7,Gastritis,4,2.46,0
2020-11-01,911,A00.9,Cholera,4,1.63,0
2020-11-01,911,J10.1,Influenza,5,2.16,0
2020-11-01,911,J18.9,Pneumonia,2,2.73,0
2020-11-01,911,I10,Hypertension,1,2.09,0
2020-11-01,912,A00.9,Cholera,1,2.72,0
2020-11-01,912,U07.1,COVID-19,4,2.63,0
2020-11-01,912,A09,Gastroenteritis,1,1.8,0
2020-11-01,912,A39.9,Meningococcal Infection,2,1.51,0
2020-11-01,912,E11,Type 2 Diabetes,2,2.42,0
2020-11-01,912,I10,Hypertension,2,2.42,0
2020-11-01,912,K29.7,Gastritis,1,1.51,0
2020-11-01,913,A90,Dengue Fever,2,2.7,0
2020-11-01,913,J10.1,Influenza,6,2.07,0
2020-11-01,913,U07.1,COVID-19,3,1.69,0
2020-11-01,913,B05,Measles,1,1.97,0
2020-11-01,913,A37.9,Whooping Cough,1,2.41,0
2020-11-01,913,A39.9,Meningococcal Infection,1,2.45,0
2020-11-01,914,J18.9,Pneumonia,4,1.8,0
2020-11-01,914,A09,Gastroenteritis,3,2.26,0
2020-11-01,914,J45.9,Asthma,4,2.99,0
2020-11-01,915,A00.9,Cholera,2,2.64,0
2020-11-01,916,B50.0,Plasmodium Falciparum Malaria,1,1.72,0
2020-11-01,916,J18.9,Pneumonia,3,2.81,0
2020-11-01,916,A09,Gastroenteritis,1,2.56,0
2020-11-01,916,E11,Type 2 Diabetes,1,2.25,0
2020-11-01,916,J45.9,Asthma,5,1.81,0
2020-11-01,917,A90,Dengue Fever,1,1.65,0
2020-11-01,917,A00.9,Cholera,1,1.62,0
2020-11-01,917,J10.1,Influenza,3,2.54,0
2020-11-01,917,J18.9,Pneumonia,26,3.03,1
2020-11-01,917,A37.9,Whooping Cough,3,1.91,0
2020-11-01,918,A09,Gastroenteritis,1,2.02,0
2020-11-01,918,J45.9,Asthma,4,2.31,0
2020-11-01,919,B50.0,Plasmodium Falciparum Malaria,1,2.6,0
2020-11-01,919,A00.9,Cholera,1,1.71,0
2020-11-01,919,U07.1,COVID-19,17,4.0,1
2020-11-01,919,J18.9,Pneumonia,5,2.58,0
2020-11-01,919,A09,Gastroenteritis,11,3.74,1
2020-11-01,919,J45.9,Asthma,1,2.11,0
2020-11-01,920,B50.0,Plasmodium Falciparum Malaria,11,3.89,1
2020-11-01,920,U07.1,COVID-19,1,1.69,0
2020-11-01,920,B05,Measles,3,1.54,0
2020-11-01,920,B16,Hepatitis B,1,2.32,0
2020-11-01,921,U07.1,COVID-19,1,2.3,0
2020-11-01,921,B05,Measles,18,2.55,1
2020-11-01,922,B05,Measles,2,2.89,0
2020-11-01,922,E11,Type 2 Diabetes,1,2.46,0
2020-11-01,922,I10,Hypertension,1,1.78,0
2020-11-01,923,B05,Measles,2,1.84,0
2020-11-01,923,A09,Gastroenteritis,2,1.65,0
2020-11-01,924,A39.9,Meningococcal Infection,1,2.72,0
2020-11-01,925,J18.9,Pneumonia,1,2.88,0
2020-11-01,925,A39.9,Meningococcal Infection,1,1.73,0
2020-11-01,926,J18.9,Pneumonia,3,1.61,0
2020-11-01,926,J45.9,Asthma,2,2.22,0
2020-11-01,927,J10.1,Influenza,1,1.94,0
2020-11-01,927,I10,Hypertension,1,1.98,0
2020-11-01,927,J45.9,Asthma,1,1.61,0
2020-11-01,928,J10.1,Influenza,2,1.56,0
2020-11-01,928,E11,Type 2 Diabetes,1,2.4,0
2020-11-01,928,K29.7,Gastritis,1,1.53,0
2020-11-01,929,B05,Measles,1,2.29,0
2020-11-01,929,A09,Gastroenteritis,1,2.41,0
2020-11-01,929,A39.9,Meningococcal Infection,1,2.64,0
2020-11-01,929,E11,Type 2 Diabetes,13,3.03,1
2020-11-01,930,A90,Dengue Fever,1,2.72,0
2020-11-01,930,J18.9,Pneumonia,1,1.82,0
2020-11-01,930,J45.9,Asthma,2,2.54,0
2020-11-01,931,J10.1,Influenza,2,2.01,0
2020-11-01,931,B05,Measles,2,2.8,0
2020-11-01,931,J45.9,Asthma,4,2.69,0
2020-11-01,932,E11,Type 2 Diabetes,1,2.03,0
2020-11-01,933,A00.9,Cholera,2,2.23,0
2020-11-01,933,K29.7,Gastritis,1,2.47,0
2020-11-01,933,J45.9,Asthma,1,2.82,0
2020-11-01,934,A90,Dengue Fever,1,2.19,0
2020-11-01,934,U07.1,COVID-19,15,3.88,1
2020-11-01,934,B16,Hepatitis B,2,2.64,0
2020-11-01,935,J10.1,Influenza,4,1.79,0
2020-11-01,935,U07.1,COVID-19,2,2.01,0
2020-11-01,935,B05,Measles,1,2.18,0
2020-11-01,935,E11,Type 2 Diabetes,2,2.04,0
2020-11-01,936,B50.0,Plasmodium Falciparum Malaria,1,2.06,0
2020-11-01,936,J10.1,Influenza,1,2.22,0
2020-11-01,936,A37.9,Whooping Cough,1,2.7,0
2020-11-01,937,J10.1,Influenza,3,1.85,0
2020-11-01,937,A37.9,Whooping Cough,1,2.84,0
2020-11-01,937,J45.9,Asthma,4,2.69,0
2020-11-01,938,J10.1,Influenza,2,2.4,0
2020-11-01,938,I10,Hypertension,1,2.22,0
2020-11-01,939,U07.1,COVID-19,3,2.56,0
2020-11-01,939,J18.9,Pneumonia,3,1.52,0
2020-11-01,939,A09,Gastroenteritis,2,2.77,0
2020-11-01,939,B16,Hepatitis B,7,3.26,1
2020-11-01,939,K29.7,Gastritis,3,2.71,0
2020-11-01,940,A90,Dengue Fever,3,2.48,0
2020-11-01,940,A00.9,Cholera,1,1.7,0
2020-11-01,940,J10.1,Influenza,5,2.99,0
2020-11-01,940,A09,Gastroenteritis,1,2.47,0
2020-11-01,940,A37.9,Whooping Cough,2,1.71,0
2020-11-01,940,B16,Hepatitis B,1,2.54,0
2020-11-01,940,E11,Type 2 Diabetes,6,2.25,0
2020-11-01,940,I10,Hypertension,4,2.86,0
2020-11-01,940,K29.7,Gastritis,2,2.13,0
2020-11-01,941,B50.0,Plasmodium Falciparum Malaria,2,2.77,0
2020-11-01,941,B05,Measles,3,2.03,0
2020-11-01,941,A37.9,Whooping Cough,3,2.78,0
2020-11-01,941,E11,Type 2 Diabetes,3,1.66,0
2020-11-01,941,I10,Hypertension,4,2.49,0
2020-11-01,942,B50.0,Plasmodium Falciparum Malaria,2,1.8,0
2020-11-01,942,J10.1,Influenza,4,2.03,0
2020-11-01,942,B05,Measles,2,2.21,0
2020-11-01,942,A37.9,Whooping Cough,1,2.39,0
2020-11-01,942,J45.9,Asthma,4,2.38,0
2020-11-01,943,A90,Dengue Fever,1,2.57,0
2020-11-01,943,J10.1,Influenza,1,2.41,0
2020-11-01,943,B05,Measles,2,1.83,0
2020-11-01,943,I10,Hypertension,12,2.63,1
2020-11-01,944,B50.0,Plasmodium Falciparum Malaria,1,2.65,0
2020-11-01,944,J18.9,Pneumonia,1,2.15,0
2020-11-01,944,I10,Hypertension,2,2.39,0
2020-11-01,945,A90,Dengue Fever,1,1.99,0
2020-11-01,945,J10.1,Influenza,4,2.29,0
2020-11-01,945,J18.9,Pneumonia,2,1.84,0
2020-11-01,945,A37.9,Whooping Cough,1,2.58,0
2020-11-01,945,E11,Type 2 Diabetes,2,2.41,0
2020-11-01,946,A90,Dengue Fever,2,1.75,0
2020-11-01,946,B50.0,Plasmodium Falciparum Malaria,1,2.31,0
2020-11-01,946,J10.1,Influenza,2,2.28,0
2020-11-01,946,J18.9,Pneumonia,2,2.71,0
2020-11-01,946,A09,Gastroenteritis,1,1.74,0
2020-11-01,946,E11,Type 2 Diabetes,2,2.89,0
2020-11-01,946,J45.9,Asthma,3,2.95,0
2020-11-01,947,J18.9,Pneumonia,3,1.81,0
2020-11-01,947,A37.9,Whooping Cough,2,2.81,0
2020-11-01,947,E11,Type 2 Diabetes,1,2.2,0
2020-11-01,947,K29.7,Gastritis,1,2.38,0
2020-11-01,947,J45.9,Asthma,4,2.35,0
2020-11-01,948,A90,Dengue Fever,15,3.56,1
2020-11-01,948,A39.9,Meningococcal Infection,1,1.63,0
2020-11-01,949,J10.1,Influenza,2,1.51,0
2020-11-01,949,B05,Measles,1,2.19,0
2020-11-01,949,A39.9,Meningococcal Infection,1,2.04,0
2020-11-01,950,B50.0,Plasmodium Falciparum Malaria,1,2.98,0
2020-11-01,950,U07.1,COVID-19,2,1.81,0
2020-11-01,950,A37.9,Whooping Cough,1,2.22,0
2020-11-01,950,E11,Type 2 Diabetes,1,2.69,0
2020-11-01,950,J45.9,Asthma,1,2.21,0
2020-11-01,951,J10.1,Influenza,1,1.8,0
2020-11-01,951,U07.1,COVID-19,4,1.96,0
2020-11-01,953,U07.1,COVID-19,1,2.44,0
2020-11-01,953,A09,Gastroenteritis,1,2.85,0
2020-11-01,953,E11,Type 2 Diabetes,2,1.62,0
2020-11-01,953,K29.7,Gastritis,1,2.47,0
2020-11-01,954,A90,Dengue Fever,1,2.51,0
2020-11-01,954,J10.1,Influenza,2,1.73,0
2020-11-01,954,J18.9,Pneumonia,2,2.86,0
2020-11-01,954,E11,Type 2 Diabetes,1,2.81,0
2020-11-01,955,J10.1,Influenza,1,2.16,0
2020-11-01,955,U07.1,COVID-19,1,2.07,0
2020-11-01,955,B16,Hepatitis B,1,2.84,0
2020-11-01,956,J10.1,Influenza,2,2.14,0
2020-11-01,956,A37.9,Whooping Cough,2,2.57,0
2020-11-01,957,B50.0,Plasmodium Falciparum Malaria,1,1.61,0
2020-11-01,957,U07.1,COVID-19,1,1.76,0
2020-11-01,957,J18.9,Pneumonia,2,1.68,0
2020-11-01,957,B16,Hepatitis B,5,3.21,1
2020-11-01,958,B50.0,Plasmodium Falciparum Malaria,2,2.5,0
2020-11-01,958,A39.9,Meningococcal Infection,1,1.82,0
2020-11-01,958,J45.9,Asthma,2,2.88,0
2020-11-01,959,J18.9,Pneumonia,1,1.7,0
2020-11-01,959,A09,Gastroenteritis,1,2.96,0
2020-11-01,960,B50.0,Plasmodium Falciparum Malaria,12,2.97,1
2020-11-01,960,J10.1,Influenza,6,2.17,0
2020-11-01,960,J45.9,Asthma,12,3.94,1
2020-11-01,961,A09,Gastroenteritis,10,2.91,1
2020-11-01,961,A37.9,Whooping Cough,1,2.77,0
2020-11-01,961,J45.9,Asthma,1,2.66,0
2020-11-01,962,J10.1,Influenza,7,2.59,0
2020-11-01,962,B05,Measles,2,2.42,0
2020-11-01,962,E11,Type 2 Diabetes,18,3.0,1
2020-11-01,962,K29.7,Gastritis,1,2.06,0
2020-11-01,963,A90,Dengue Fever,1,2.64,0
2020-11-01,963,U07.1,COVID-19,1,2.36,0
2020-11-01,963,B05,Measles,1,2.14,0
2020-11-01,963,K29.7,Gastritis,1,2.67,0
2020-11-01,964,B50.0,Plasmodium Falciparum Malaria,1,1.68,0
2020-11-01,964,J18.9,Pneumonia,1,2.42,0
2020-11-01,964,E11,Type 2 Diabetes,1,3.0,0
2020-11-01,964,I10,Hypertension,2,2.58,0
2020-11-01,965,J45.9,Asthma,3,2.28,0
2020-11-01,966,A90,Dengue Fever,1,2.02,0
2020-11-01,966,A37.9,Whooping Cough,1,1.82,0
2020-11-01,966,E11,Type 2 Diabetes,1,2.06,0
2020-11-01,967,J10.1,Influenza,1,2.95,0
2020-11-01,968,J18.9,Pneumonia,2,2.73,0
2020-11-01,969,B05,Measles,2,2.51,0
2020-11-01,970,A00.9,Cholera,2,2.16,0
2020-11-01,970,J10.1,Influenza,3,1.76,0
2020-11-01,970,U07.1,COVID-19,4,2.73,0
2020-11-01,970,I10,Hypertension,1,1.88,0
2020-11-01,970,J45.9,Asthma,1,2.62,0
2020-11-01,971,A90,Dengue Fever,1,2.56,0
2020-11-01,971,J10.1,Influenza,4,2.56,0
2020-11-01,971,J18.9,Pneumonia,37,2.73,1
2020-11-01,971,K29.7,Gastritis,2,2.19,0
2020-11-01,972,U07.1,COVID-19,30,3.46,1
2020-11-01,972,E11,Type 2 Diabetes,3,2.3,0
2020-11-01,972,J45.9,Asthma,2,2.06,0
2020-11-01,973,E11,Type 2 Diabetes,1,2.14,0
2020-11-01,974,B05,Measles,2,1.83,0
2020-11-01,974,A37.9,Whooping Cough,2,2.02,0
2020-11-01,974,K29.7,Gastritis,1,1.94,0
2020-11-01,975,J10.1,Influenza,33,3.91,1
2020-11-01,976,B16,Hepatitis B,1,2.28,0
2020-11-01,976,I10,Hypertension,1,1.87,0
2020-11-01,977,E11,Type 2 Diabetes,1,2.89,0
2020-11-01,978,A00.9,Cholera,1,1.94,0
2020-11-01,978,J10.1,Influenza,6,2.15,0
2020-11-01,978,A37.9,Whooping Cough,1,2.4,0
2020-11-01,978,E11,Type 2 Diabetes,1,1.78,0
2020-11-01,978,I10,Hypertension,1,2.63,0
2020-11-01,978,J45.9,Asthma,2,2.74,0
2020-11-01,980,B05,Measles,1,2.0,0
2020-11-01,980,A09,Gastroenteritis,13,3.6,1
2020-11-01,980,E11,Type 2 Diabetes,2,2.9,0
2020-11-01,981,B05,Measles,10,3.09,1
2020-11-01,982,A39.9,Meningococcal Infection,1,1.81,0
2020-11-01,982,E11,Type 2 Diabetes,1,2.32,0
2020-11-01,982,I10,Hypertension,1,2.81,0
2020-11-01,983,B05,Measles,1,2.48,0
2020-11-01,983,E11,Type 2 Diabetes,17,3.03,1
2020-11-01,983,K29.7,Gastritis,1,2.19,0
2020-11-01,984,B05,Measles,1,2.01,0
2020-11-01,985,J10.1,Influenza,2,2.31,0
2020-11-01,985,A37.9,Whooping Cough,2,2.66,0
2020-11-01,986,B50.0,Plasmodium Falciparum Malaria,1,1.58,0
2020-11-01,986,U07.1,COVID-19,1,2.07,0
2020-11-01,986,J18.9,Pneumonia,1,2.04,0
2020-11-01,986,E11,Type 2 Diabetes,1,2.36,0
2020-11-01,986,J45.9,Asthma,3,2.78,0
2020-11-01,987,A90,Dengue Fever,1,2.61,0
2020-11-01,987,B50.0,Plasmodium Falciparum Malaria,2,2.21,0
2020-11-01,987,K29.7,Gastritis,3,1.7,0
2020-11-01,988,U07.1,COVID-19,3,2.72,0
2020-11-01,988,E11,Type 2 Diabetes,2,2.86,0
2020-11-01,988,J45.9,Asthma,4,2.31,0
2020-11-01,989,B05,Measles,1,2.86,0
2020-11-01,989,J18.9,Pneumonia,2,2.21,0
2020-11-01,989,A37.9,Whooping Cough,1,2.38,0
2020-11-01,990,J18.9,Pneumonia,1,1.56,0
2020-11-01,990,A37.9,Whooping Cough,2,1.95,0
2020-11-01,990,I10,Hypertension,2,2.69,0
2020-11-01,991,A90,Dengue Fever,1,2.37,0
2020-11-01,991,J10.1,Influenza,1,2.04,0
2020-11-01,991,J45.9,Asthma,2,2.54,0
2020-11-01,992,U07.1,COVID-19,2,2.26,0
2020-11-01,992,A39.9,Meningococcal Infection,1,2.74,0
2020-11-01,992,K29.7,Gastritis,1,2.34,0
2020-11-01,992,J45.9,Asthma,1,2.17,0
2020-11-01,993,J18.9,Pneumonia,3,2.98,0
2020-11-01,993,J45.9,Asthma,4,1.63,0
2020-11-01,994,A00.9,Cholera,2,2.52,0
2020-11-01,994,U07.1,COVID-19,3,2.39,0
2020-11-01,994,A37.9,Whooping Cough,26,3.8,1
2020-11-01,994,B16,Hepatitis B,1,2.62,0
2020-11-01,994,E11,Type 2 Diabetes,1,2.24,0
2020-11-01,994,K29.7,Gastritis,1,1.66,0
2020-11-01,995,J10.1,Influenza,3,2.5,0
2020-11-01,995,A09,Gastroenteritis,1,1.88,0
2020-11-01,995,E11,Type 2 Diabetes,1,1.73,0
2020-11-01,995,I10,Hypertension,2,2.17,0
2020-11-01,995,K29.7,Gastritis,3,2.31,0
2020-11-01,996,U07.1,COVID-19,2,2.01,0
2020-11-01,996,I10,Hypertension,1,2.9,0
2020-11-01,997,J10.1,Influenza,6,2.07,0
2020-11-01,997,J45.9,Asthma,2,1.86,0
2020-11-01,998,A00.9,Cholera,1,2.44,0
2020-11-01,998,K29.7,Gastritis,1,2.2,0
2020-11-01,999,A90,Dengue Fever,2,2.01,0
2020-11-01,999,B05,Measles,3,2.67,0
2020-11-01,999,A09,Gastroenteritis,2,2.48,0
2020-11-01,999,E11,Type 2 Diabetes,2,2.14,0
2020-11-01,1000,A90,Dengue Fever,28,2.99,1
2020-11-01,1000,J18.9,Pneumonia,4,2.32,0
2020-11-01,1000,E11,Type 2 Diabetes,1,2.5,0
2020-11-01,1000,K29.7,Gastritis,2,1.97,0
2020-11-01,1001,J10.1,Influenza,1,1.95,0
2020-11-01,1001,J18.9,Pneumonia,2,2.34,0
2020-11-01,1001,A37.9,Whooping Cough,2,2.66,0
2020-11-01,1001,I10,Hypertension,33,3.56,1
2020-11-01,1002,J18.9,Pneumonia,1,2.26,0
2020-11-01,1002,A09,Gastroenteritis,1,2.35,0
2020-11-01,1002,I10,Hypertension,1,2.77,0
2020-11-01,1003,B05,Measles,1,1.64,0
2020-11-01,1003,A09,Gastroenteritis,1,1.56,0
2020-11-01,1004,J10.1,Influenza,5,2.95,0
2020-11-01,1004,J18.9,Pneumonia,2,2.05,0
2020-11-01,1004,B16,Hepatitis B,1,1.94,0
2020-11-01,1004,E11,Type 2 Diabetes,3,2.76,0
2020-11-01,1005,B50.0,Plasmodium Falciparum Malaria,2,2.91,0
2020-11-01,1005,B05,Measles,1,2.64,0
2020-11-01,1005,K29.7,Gastritis,2,1.69,0
2020-11-01,1006,U07.1,COVID-19,1,2.67,0
2020-11-01,1006,I10,Hypertension,2,2.06,0
2020-11-01,1007,A90,Dengue Fever,1,2.13,0
2020-11-01,1007,J18.9,Pneumonia,3,2.02,0
2020-11-01,1007,J45.9,Asthma,2,2.42,0
2020-11-01,1008,A00.9,Cholera,1,2.0,0
2020-11-01,1008,B05,Measles,1,2.64,0
2020-11-01,1008,A37.9,Whooping Cough,1,1.7,0
2020-11-01,1009,A37.9,Whooping Cough,1,2.82,0
2020-11-01,1010,A90,Dengue Fever,1,2.29,0
2020-11-01,1010,J10.1,Influenza,2,2.57,0
2020-11-01,1010,J18.9,Pneumonia,1,1.97,0
2020-11-01,1010,E11,Type 2 Diabetes,1,2.16,0
2020-11-01,1011,J10.1,Influenza,1,2.58,0
2020-11-01,1012,J10.1,Influenza,6,1.6,0
2020-11-01,1012,A37.9,Whooping Cough,2,2.39,0
2020-11-01,1012,E11,Type 2 Diabetes,4,2.04,0
2020-11-01,1012,J45.9,Asthma,4,1.78,0
2020-11-01,1013,A00.9,Cholera,1,1.88,0
2020-11-01,1013,J10.1,Influenza,8,1.66,0
2020-11-01,1013,J18.9,Pneumonia,9,1.76,0
2020-11-01,1013,I10,Hypertension,5,2.83,0
2020-11-01,1013,K29.7,Gastritis,16,2.75,1
2020-11-01,1013,J45.9,Asthma,7,1.74,0
2020-11-01,1014,A90,Dengue Fever,3,2.72,0
2020-11-01,1014,U07.1,COVID-19,3,2.59,0
2020-11-01,1014,A37.9,Whooping Cough,3,1.64,0
2020-11-01,1014,J45.9,Asthma,9,2.66,0
2020-11-01,1015,A00.9,Cholera,1,1.67,0
2020-11-01,1015,B05,Measles,3,2.53,0
2020-11-01,1015,A09,Gastroenteritis,26,3.18,1
2020-11-01,1015,I10,Hypertension,4,2.2,0
2020-11-01,1015,J45.9,Asthma,3,2.49,0
2020-11-01,1016,A90,Dengue Fever,3,2.72,0
2020-11-01,1016,A00.9,Cholera,2,2.34,0
2020-11-01,1016,J10.1,Influenza,4,2.69,0
2020-11-01,1016,J18.9,Pneumonia,1,2.8,0
2020-11-01,1016,A09,Gastroenteritis,1,1.91,0
2020-11-01,1016,A37.9,Whooping Cough,2,1.55,0
2020-11-01,1016,E11,Type 2 Diabetes,2,2.14,0
2020-11-01,1016,K29.7,Gastritis,1,2.42,0
2020-11-01,1017,A90,Dengue Fever,3,1.72,0
2020-11-01,1017,E11,Type 2 Diabetes,3,1.52,0
2020-11-01,1017,K29.7,Gastritis,3,2.5,0
2020-11-01,1018,A90,Dengue Fever,1,2.58,0
2020-11-01,1018,J18.9,Pneumonia,5,1.84,0
2020-11-01,1018,E11,Type 2 Diabetes,3,2.0,0
2020-11-01,1019,B50.0,Plasmodium Falciparum Malaria,1,2.7,0
2020-11-01,1019,J10.1,Influenza,18,2.68,1
2020-11-01,1019,A39.9,Meningococcal Infection,3,2.37,0
2020-11-01,1019,J45.9,Asthma,3,1.92,0
2020-11-01,1020,A90,Dengue Fever,1,2.45,0
2020-11-01,1020,B05,Measles,1,2.23,0
2020-11-01,1020,E11,Type 2 Diabetes,1,2.92,0
2020-11-01,1021,B50.0,Plasmodium Falciparum Malaria,17,3.52,1
2020-11-01,1021,B05,Measles,1,1.6,0
2020-11-01,1021,A37.9,Whooping Cough,1,2.01,0
2020-11-01,1021,A39.9,Meningococcal Infection,1,2.87,0
2020-11-01,1021,J45.9,Asthma,2,2.89,0
2020-11-01,1022,A00.9,Cholera,1,2.55,0
2020-11-01,1022,E11,Type 2 Diabetes,8,3.72,1
2020-11-01,1023,A90,Dengue Fever,1,2.41,0
2020-11-01,1023,J10.1,Influenza,3,2.73,0
2020-11-01,1023,A09,Gastroenteritis,1,2.26,0
2020-11-01,1023,A39.9,Meningococcal Infection,1,1.76,0
2020-11-01,1025,A90,Dengue Fever,1,1.89,0
2020-11-01,1025,B50.0,Plasmodium Falciparum Malaria,1,2.0,0
2020-11-01,1025,U07.1,COVID-19,1,2.91,0
2020-11-01,1026,U07.1,COVID-19,2,2.51,0
2020-11-01,1026,J18.9,Pneumonia,1,1.8,0
2020-11-01,1027,A90,Dengue Fever,2,2.25,0
2020-11-01,1027,J18.9,Pneumonia,2,2.94,0
2020-11-01,1027,B16,Hepatitis B,1,2.35,0
2020-11-01,1029,A90,Dengue Fever,1,2.42,0
2020-11-01,1029,B05,Measles,2,1.96,0
2020-11-01,1030,J45.9,Asthma,1,1.78,0
2020-11-01,1031,A90,Dengue Fever,2,2.58,0
2020-11-01,1031,B50.0,Plasmodium Falciparum Malaria,1,2.29,0
2020-11-01,1031,B05,Measles,5,2.24,0
2020-11-01,1031,J18.9,Pneumonia,1,2.19,0
2020-11-01,1031,A09,Gastroenteritis,25,2.75,1
2020-11-01,1031,A39.9,Meningococcal Infection,2,2.63,0
2020-11-01,1032,A37.9,Whooping Cough,2,2.0,0
2020-11-01,1032,A39.9,Meningococcal Infection,1,1.59,0
2020-11-01,1033,U07.1,COVID-19,1,2.8,0
2020-11-01,1033,B05,Measles,3,1.53,0
2020-11-01,1033,J18.9,Pneumonia,2,2.83,0
2020-11-01,1033,A37.9,Whooping Cough,1,2.64,0
2020-11-01,1034,B50.0,Plasmodium Falciparum Malaria,1,1.84,0
2020-11-01,1034,B05,Measles,1,1.92,0
2020-11-01,1035,A90,Dengue Fever,2,2.62,0
2020-11-01,1035,J10.1,Influenza,1,2.26,0
2020-11-01,1035,A09,Gastroenteritis,1,1.51,0
2020-11-01,1035,E11,Type 2 Diabetes,2,1.79,0
2020-11-01,1035,I10,Hypertension,14,3.97,1
2020-11-01,1036,B50.0,Plasmodium Falciparum Malaria,2,2.87,0
2020-11-01,1036,J10.1,Influenza,56,3.76,1
2020-11-01,1036,U07.1,COVID-19,2,2.08,0
2020-11-01,1036,B05,Measles,1,2.21,0
2020-11-01,1036,A37.9,Whooping Cough,2,2.27,0
2020-11-01,1036,E11,Type 2 Diabetes,1,2.5,0
2020-11-01,1036,K29.7,Gastritis,1,2.99,0
2020-11-01,1036,J45.9,Asthma,1,2.67,0
2020-11-01,1037,J10.1,Influenza,46,3.75,1
2020-11-01,1037,U07.1,COVID-19,9,3.05,1
