date,region_id,temperature_celsius,humidity_percent,rainfall_mm,aqi,pm25,pm10,water_quality_index
2021-03-01,712,23.4,59,37.2,153,76,107,6.2
2021-03-01,713,23.9,61,43.4,136,68,95,5.3
2021-03-01,714,28.8,45,9.4,131,65,91,4.4
2021-03-01,715,26.8,71,0.0,117,58,81,6.6
2021-03-01,716,21.9,59,21.9,158,79,110,3.9
2021-03-01,717,24.1,42,15.9,120,60,84,7.2
2021-03-01,718,26.4,64,0.0,122,61,85,6.8
2021-03-01,719,31.6,60,13.4,116,58,81,5.5
2021-03-01,720,30.7,44,9.2,155,77,108,3.7
2021-03-01,721,28.9,47,0.0,110,55,77,5.8
2021-03-01,722,33.0,52,0.0,145,72,101,8.4
2021-03-01,723,24.6,56,1.3,107,53,74,5.8
2021-03-01,724,23.9,50,4.1,144,72,100,4.4
2021-03-01,725,25.4,57,0.0,105,52,73,3.9
2021-03-01,726,30.7,46,0.0,156,78,109,6.8
2021-03-01,727,21.8,65,0.8,102,51,71,7.6
2021-03-01,728,19.7,67,39.9,157,78,109,7.4
2021-03-01,729,14.9,82,61.8,149,74,104,6.2
2021-03-01,730,22.0,44,46.0,108,54,75,5.6
2021-03-01,731,20.7,53,37.2,119,59,83,7.9
2021-03-01,732,22.4,42,10.3,143,71,100,6.6
2021-03-01,733,21.7,79,61.6,114,57,79,6.4
2021-03-01,734,25.4,58,34.0,112,56,78,6.5
2021-03-01,735,24.4,47,32.0,137,68,95,5.9
2021-03-01,736,23.7,45,34.9,104,52,72,4.7
2021-03-01,737,25.2,46,83.5,107,53,74,7.3
2021-03-01,738,35.0,54,17.9,135,67,94,3.9
2021-03-01,739,24.3,58,0.0,102,51,71,4.1
2021-03-01,740,29.8,40,10.1,147,73,102,7.5
2021-03-01,741,27.3,73,27.0,144,72,100,5.5
2021-03-01,742,27.5,49,2.6,116,58,81,6.4
2021-03-01,743,28.8,51,18.2,103,51,72,6.9
2021-03-01,744,19.3,62,3.2,102,51,71,3.3
2021-03-01,745,24.2,45,2.0,129,64,90,4.1
2021-03-01,746,26.1,57,15.8,140,70,98,5.4
2021-03-01,747,28.5,58,0.0,137,68,95,2.2
2021-03-01,748,25.2,51,20.8,103,51,72,4.6
2021-03-01,749,26.4,52,0.0,111,55,77,5.0
2021-03-01,750,27.6,41,24.8,158,79,110,4.0
2021-03-01,751,23.2,51,0.0,122,61,85,4.4
2021-03-01,752,31.6,57,0.0,136,68,95,6.9
2021-03-01,753,31.2,33,4.8,150,75,105,6.3
2021-03-01,754,27.4,70,24.0,159,79,111,4.7
2021-03-01,755,25.1,44,0.0,104,52,72,4.5
2021-03-01,756,28.1,67,14.4,122,61,85,4.5
2021-03-01,757,24.1,47,5.1,142,71,99,7.1
2021-03-01,758,26.9,56,22.7,113,56,79,4.8
2021-03-01,759,30.6,47,20.5,141,70,98,3.9
2021-03-01,760,29.7,62,31.6,113,56,79,4.8
2021-03-01,761,27.1,54,0.0,155,77,108,7.4
2021-03-01,762,27.7,54,0.0,156,78,109,5.8
2021-03-01,763,29.7,57,10.1,138,69,96,4.6
2021-03-01,764,25.9,43,24.2,109,54,76,4.3
2021-03-01,765,29.6,58,26.2,146,73,102,5.5
2021-03-01,766,28.8,70,57.8,112,56,78,5.4
2021-03-01,767,25.2,65,12.3,102,51,71,7.7
2021-03-01,768,27.1,41,8.6,104,52,72,5.2
2021-03-01,769,22.6,42,0.0,100,50,70,5.7
2021-03-01,770,20.4,56,3.1,123,61,86,5.8
2021-03-01,771,24.7,36,0.0,138,69,96,4.7
2021-03-01,772,24.1,68,63.8,121,60,84,7.2
2021-03-01,773,28.5,47,24.6,129,64,90,5.6
2021-03-01,774,22.9,58,3.0,102,51,71,6.2
2021-03-01,775,23.1,69,31.1,113,56,79,5.3
2021-03-01,776,20.3,61,0.0,152,76,106,6.3
2021-03-01,777,27.7,54,0.0,153,76,107,5.1
2021-03-01,778,26.3,57,9.0,156,78,109,6.0
2021-03-01,779,30.4,52,19.1,124,62,86,5.1
2021-03-01,780,27.3,61,24.4,132,66,92,6.9
2021-03-01,781,30.5,48,17.7,137,68,95,3.7
2021-03-01,782,25.6,52,15.2,102,51,71,6.8
2021-03-01,783,27.0,67,0.0,147,73,102,6.3
2021-03-01,784,27.0,52,0.0,101,50,70,3.6
2021-03-01,785,24.5,39,0.0,154,77,107,5.2
2021-03-01,786,19.7,63,0.0,130,65,91,5.0
2021-03-01,787,27.6,58,25.7,105,52,73,7.9
2021-03-01,788,25.1,48,26.0,138,69,96,8.6
2021-03-01,789,22.9,56,0.0,157,78,109,6.7
2021-03-01,790,23.7,69,34.5,105,52,73,4.7
2021-03-01,791,24.6,58,27.5,134,67,93,3.7
2021-03-01,792,25.3,32,0.0,158,79,110,4.3
2021-03-01,793,21.9,50,10.2,125,62,87,7.3
2021-03-01,794,18.7,35,0.0,103,51,72,5.2
2021-03-01,795,24.1,58,53.7,152,76,106,6.2
2021-03-01,796,24.4,42,2.9,137,68,95,4.5
2021-03-01,797,27.3,55,34.5,107,53,74,3.1
2021-03-01,798,26.8,66,13.7,151,75,105,3.5
2021-03-01,799,28.3,65,23.7,136,68,95,5.8
2021-03-01,800,30.2,45,13.1,127,63,88,6.6
2021-03-01,801,27.8,46,0.0,157,78,109,7.0
2021-03-01,802,30.0,47,21.3,102,51,71,3.9
2021-03-01,803,21.1,49,2.3,155,77,108,4.0
2021-03-01,804,27.6,49,0.0,101,50,70,4.7
2021-03-01,805,27.8,55,0.0,129,64,90,6.2
2021-03-01,806,25.5,60,41.2,119,59,83,5.0
2021-03-01,807,28.9,49,0.0,144,72,100,5.3
2021-03-01,808,17.3,49,0.0,135,67,94,7.1
2021-03-01,809,19.9,72,36.2,141,70,98,4.5
2021-03-01,810,24.1,48,5.2,142,71,99,5.6
2021-03-01,811,20.4,36,2.4,140,70,98,5.2
2021-03-01,812,20.4,55,16.2,145,72,101,7.0
2021-03-01,813,22.7,52,25.2,109,54,76,6.0
2021-03-01,814,18.3,64,24.4,128,64,89,5.7
2021-03-01,815,20.8,51,47.4,154,77,107,3.6
2021-03-01,816,18.6,40,0.0,111,55,77,5.5
2021-03-01,817,18.9,60,0.0,152,76,106,6.3
2021-03-01,818,21.5,36,0.0,100,50,70,6.3
2021-03-01,819,17.8,46,38.5,133,66,93,6.0
2021-03-01,820,16.6,40,29.4,114,57,79,6.3
2021-03-01,821,19.8,63,31.3,158,79,110,6.2
2021-03-01,822,17.0,42,13.7,114,57,79,5.3
2021-03-01,823,17.3,54,0.0,102,51,71,5.9
2021-03-01,824,17.6,44,0.0,153,76,107,5.8
2021-03-01,825,18.2,52,91.8,123,61,86,3.2
2021-03-01,826,17.0,61,13.5,120,60,84,5.6
2021-03-01,827,24.5,39,5.7,111,55,77,5.4
2021-03-01,828,18.4,72,37.7,146,73,102,6.6
2021-03-01,829,25.4,60,0.0,115,57,80,7.3
2021-03-01,830,28.9,69,12.5,135,67,94,4.8
2021-03-01,831,24.6,42,0.0,105,52,73,6.7
2021-03-01,832,26.3,52,27.3,131,65,91,6.8
2021-03-01,833,25.5,47,55.3,123,61,86,6.8
2021-03-01,834,26.4,59,39.8,127,63,88,7.0
2021-03-01,835,22.4,60,10.4,155,77,108,4.2
2021-03-01,836,23.2,48,35.6,90,45,62,5.1
2021-03-01,837,24.2,46,13.5,92,46,64,5.7
2021-03-01,838,28.5,62,18.4,118,59,82,5.1
2021-03-01,839,30.9,53,0.0,122,61,85,5.1
2021-03-01,840,28.3,80,30.4,80,40,56,5.2
2021-03-01,841,30.5,54,7.8,93,46,65,6.9
2021-03-01,842,27.7,39,8.5,90,45,62,5.4
2021-03-01,843,29.5,47,14.5,100,50,70,6.7
2021-03-01,844,24.2,43,38.0,128,64,89,3.2
2021-03-01,845,29.5,47,0.0,117,58,81,6.0
2021-03-01,846,31.0,45,12.2,119,59,83,6.6
2021-03-01,847,30.5,54,22.0,114,57,79,6.0
2021-03-01,848,30.5,61,0.0,109,54,76,2.7
2021-03-01,849,30.2,45,0.6,104,52,72,6.3
2021-03-01,850,29.0,60,9.7,128,64,89,7.4
2021-03-01,851,27.4,38,21.6,115,57,80,5.5
2021-03-01,852,29.1,84,36.9,129,64,90,6.5
2021-03-01,853,25.3,55,30.9,118,59,82,8.0
2021-03-01,854,28.1,65,21.1,70,35,49,4.7
2021-03-01,855,28.5,54,25.1,121,60,84,4.0
2021-03-01,856,32.6,43,19.8,121,60,84,6.2
2021-03-01,857,26.1,60,40.5,111,55,77,6.5
2021-03-01,858,28.8,49,34.3,129,64,90,5.1
2021-03-01,859,29.7,39,0.0,115,57,80,5.7
2021-03-01,860,28.3,53,57.7,124,62,86,4.9
2021-03-01,861,32.6,71,30.4,90,45,62,5.3
2021-03-01,862,29.8,54,19.1,75,37,52,7.5
2021-03-01,863,27.3,41,14.0,92,46,64,6.1
2021-03-01,864,32.0,48,33.8,129,64,90,5.8
2021-03-01,865,24.7,54,28.9,99,49,69,3.5
2021-03-01,866,26.2,42,0.0,98,49,68,7.1
2021-03-01,867,23.8,62,21.5,74,37,51,4.8
2021-03-01,868,27.9,70,20.7,116,58,81,8.6
2021-03-01,869,29.3,52,12.7,123,61,86,6.5
2021-03-01,870,27.6,45,0.0,75,37,52,6.3
2021-03-01,871,23.6,70,11.2,78,39,54,4.5
2021-03-01,872,26.9,54,0.0,106,53,74,7.0
2021-03-01,873,23.9,55,20.3,91,45,63,7.0
2021-03-01,874,23.3,42,38.6,127,63,88,5.9
2021-03-01,875,20.6,31,0.0,103,51,72,5.0
2021-03-01,876,24.0,45,30.5,100,50,70,4.3
2021-03-01,877,26.0,49,46.7,113,56,79,5.5
2021-03-01,878,30.7,44,22.1,95,47,66,4.6
2021-03-01,879,27.0,72,64.1,101,50,70,4.3
2021-03-01,880,25.3,63,52.0,107,53,74,5.4
2021-03-01,881,26.4,49,19.4,77,38,53,5.5
2021-03-01,882,21.7,44,16.4,107,53,74,7.3
2021-03-01,883,29.6,59,18.9,92,46,64,3.8
2021-03-01,884,28.3,58,0.0,96,48,67,5.4
2021-03-01,885,22.9,49,23.7,124,62,86,6.2
2021-03-01,886,27.9,44,28.6,100,50,70,5.8
2021-03-01,887,23.2,41,21.8,129,64,90,6.0
2021-03-01,888,24.3,37,42.5,73,36,51,4.1
2021-03-01,889,26.9,63,17.7,123,61,86,6.7
2021-03-01,890,27.4,78,56.9,118,59,82,7.4
2021-03-01,891,27.5,38,14.8,76,38,53,5.3
2021-03-01,892,24.7,46,19.8,103,51,72,5.1
2021-03-01,893,30.2,56,0.0,110,55,77,8.8
2021-03-01,894,27.9,51,25.6,86,43,60,7.1
2021-03-01,895,29.6,61,67.2,112,56,78,6.1
2021-03-01,896,33.0,75,34.4,89,44,62,3.8
2021-03-01,897,24.8,30,6.4,106,53,74,7.7
2021-03-01,898,30.1,58,0.0,78,39,54,7.1
2021-03-01,899,31.3,43,0.0,109,54,76,6.3
2021-03-01,900,29.5,40,1.8,81,40,56,5.3
2021-03-01,901,24.1,75,0.0,123,61,86,8.2
2021-03-01,902,28.6,52,0.0,110,55,77,7.1
2021-03-01,903,22.0,44,0.0,117,58,81,5.6
2021-03-01,904,19.0,39,0.0,114,57,79,8.4
2021-03-01,905,22.9,56,0.0,87,43,60,3.3
2021-03-01,906,22.3,65,13.8,75,37,52,7.2
2021-03-01,907,23.5,50,23.7,88,44,61,7.0
2021-03-01,908,29.1,44,22.5,127,63,88,6.8
2021-03-01,909,26.5,64,0.0,114,57,79,6.6
2021-03-01,910,30.0,56,0.0,89,44,62,6.7
2021-03-01,911,21.9,65,12.9,118,59,82,5.3
2021-03-01,912,24.1,53,40.0,100,50,70,4.8
2021-03-01,913,31.8,37,0.0,76,38,53,4.3
2021-03-01,914,25.9,64,38.3,99,49,69,5.6
2021-03-01,915,28.3,51,50.9,82,41,57,3.6
2021-03-01,916,25.2,51,0.0,129,64,90,6.2
2021-03-01,917,30.9,58,13.7,87,43,60,5.1
2021-03-01,918,23.6,52,0.0,115,57,80,3.9
2021-03-01,919,27.1,42,68.4,80,40,56,7.5
2021-03-01,920,24.3,63,31.9,109,54,76,6.6
2021-03-01,921,25.6,42,5.0,80,40,56,6.9
2021-03-01,922,23.9,51,30.5,73,36,51,6.1
2021-03-01,923,27.3,58,36.5,92,46,64,6.0
2021-03-01,924,21.5,42,0.0,109,54,76,6.4
2021-03-01,925,25.3,57,31.5,106,53,74,7.2
2021-03-01,926,23.9,50,4.5,75,37,52,5.6
2021-03-01,927,30.1,41,6.2,111,55,77,5.4
2021-03-01,928,22.4,49,0.0,86,43,60,5.3
2021-03-01,929,21.7,56,12.4,112,56,78,6.5
2021-03-01,930,26.9,64,32.7,126,63,88,5.8
2021-03-01,931,26.2,48,49.6,91,45,63,5.4
2021-03-01,932,26.0,30,6.7,115,57,80,5.2
2021-03-01,933,27.8,53,8.2,119,59,83,5.3
2021-03-01,934,33.3,46,4.1,98,49,68,6.6
2021-03-01,935,29.0,49,0.0,87,43,60,4.3
2021-03-01,936,28.1,63,28.1,96,48,67,5.1
2021-03-01,937,29.0,49,5.3,124,62,86,3.1
2021-03-01,938,25.3,50,15.9,105,52,73,5.6
2021-03-01,939,18.6,73,43.9,117,58,81,7.5
2021-03-01,940,22.7,34,9.0,90,45,62,6.5
2021-03-01,941,25.8,65,57.7,94,47,65,7.0
2021-03-01,942,22.7,52,6.6,112,56,78,5.4
2021-03-01,943,27.5,62,36.2,114,57,79,6.9
2021-03-01,944,28.9,49,0.0,108,54,75,2.8
2021-03-01,945,30.9,55,8.8,125,62,87,4.5
2021-03-01,946,32.0,53,28.7,125,62,87,5.9
2021-03-01,947,28.4,43,4.2,92,46,64,5.4
2021-03-01,948,27.7,56,0.0,92,46,64,3.8
2021-03-01,949,24.4,65,8.2,117,58,81,4.8
2021-03-01,950,30.7,53,0.0,81,40,56,7.3
2021-03-01,951,28.9,36,2.6,119,59,83,6.3
2021-03-01,952,32.6,55,23.0,113,56,79,5.1
2021-03-01,953,27.7,61,2.1,87,43,60,4.1
2021-03-01,954,25.4,37,15.8,118,59,82,7.7
2021-03-01,955,27.9,43,24.6,71,35,49,4.9
2021-03-01,956,23.1,51,32.6,100,50,70,4.9
2021-03-01,957,32.3,48,0.0,84,42,58,3.2
2021-03-01,958,32.3,51,17.2,111,55,77,4.2
2021-03-01,959,28.5,56,0.0,105,52,73,6.1
2021-03-01,960,28.6,59,45.3,94,47,65,5.9
2021-03-01,961,26.8,53,14.0,123,61,86,4.8
2021-03-01,962,28.3,54,12.1,92,46,64,7.5
2021-03-01,963,23.2,63,19.1,96,48,67,8.6
2021-03-01,964,23.5,40,27.3,76,38,53,4.0
2021-03-01,965,25.6,59,29.0,96,48,67,5.7
2021-03-01,966,22.0,52,0.0,88,44,61,6.9
2021-03-01,967,30.6,43,43.5,96,48,67,4.2
2021-03-01,968,27.2,74,25.1,72,36,50,6.8
2021-03-01,969,20.0,44,43.4,71,35,49,6.8
2021-03-01,970,26.8,67,23.5,93,46,65,4.2
2021-03-01,971,24.7,47,18.1,101,50,70,6.9
2021-03-01,972,24.9,62,28.2,70,35,49,4.8
2021-03-01,973,25.4,50,0.0,94,47,65,5.4
2021-03-01,974,26.3,54,21.8,79,39,55,5.6
2021-03-01,975,31.3,63,49.2,79,39,55,7.0
2021-03-01,976,24.9,49,39.2,108,54,75,3.4
2021-03-01,977,22.7,51,10.9,122,61,85,3.8
2021-03-01,978,24.8,60,6.9,128,64,89,5.7
2021-03-01,979,28.7,49,0.0,73,36,51,6.2
2021-03-01,980,24.7,54,29.5,84,42,58,4.7
2021-03-01,981,29.0,53,9.9,74,37,51,4.8
2021-03-01,982,31.1,48,0.0,110,55,77,2.9
2021-03-01,983,31.8,59,17.5,122,61,85,6.9
2021-03-01,984,26.5,66,28.4,96,48,67,6.8
2021-03-01,985,27.4,58,13.4,116,58,81,3.3
2021-03-01,986,29.4,50,60.3,94,47,65,3.4
2021-03-01,987,24.7,68,19.1,103,51,72,7.5
2021-03-01,988,30.1,47,7.5,96,48,67,4.1
2021-03-01,989,31.3,55,0.0,95,47,66,6.8
2021-03-01,990,31.6,48,0.0,91,45,63,4.3
2021-03-01,991,26.0,66,19.2,88,44,61,5.5
2021-03-01,992,23.2,67,27.5,112,56,78,6.7
2021-03-01,993,21.1,38,12.2,100,50,70,6.4
2021-03-01,994,21.7,56,26.1,89,44,62,4.1
2021-03-01,995,30.7,55,6.5,103,51,72,4.9
2021-03-01,996,29.3,68,6.4,109,54,76,4.2
2021-03-01,997,26.8,73,43.4,81,40,56,3.5
2021-03-01,998,30.5,50,0.0,122,61,85,4.5
2021-03-01,999,23.5,48,23.6,81,40,56,5.3
2021-03-01,1000,27.8,42,13.7,112,56,78,6.1
2021-03-01,1001,25.2,50,10.9,100,50,70,5.3
2021-03-01,1002,23.3,47,28.2,83,41,58,6.1
2021-03-01,1003,28.8,44,0.0,109,54,76,4.4
2021-03-01,1004,24.9,52,22.2,84,42,58,6.3
2021-03-01,1005,28.5,69,49.7,97,48,67,5.9
2021-03-01,1006,25.4,34,13.4,73,36,51,5.2
2021-03-01,1007,34.4,51,19.0,122,61,85,7.4
2021-03-01,1008,27.2,57,0.0,83,41,58,4.0
2021-03-01,1009,30.9,48,0.0,105,52,73,3.9
2021-03-01,1010,30.8,60,15.9,127,63,88,5.4
2021-03-01,1011,29.7,53,22.3,106,53,74,5.9
2021-03-01,1012,30.8,76,0.0,89,44,62,4.8
2021-03-01,1013,27.3,65,46.5,128,64,89,6.1
2021-03-01,1014,26.0,44,9.8,125,62,87,6.2
2021-03-01,1015,30.0,50,16.9,84,42,58,6.6
2021-03-01,1016,25.3,39,0.0,122,61,85,4.8
2021-03-01,1017,28.2,30,0.0,70,35,49,6.8
2021-03-01,1018,28.8,41,23.2,78,39,54,5.3
2021-03-01,1019,12.8,51,56.7,127,63,88,5.2
2021-03-01,1020,17.6,46,18.4,100,50,70,5.8
2021-03-01,1021,18.4,59,20.5,89,44,62,5.5
2021-03-01,1022,22.3,46,31.4,108,54,75,6.6
2021-03-01,1023,21.3,47,27.2,108,54,75,5.9
2021-03-01,1024,16.9,49,37.6,126,63,88,3.2
2021-03-01,1025,18.3,54,10.1,107,53,74,2.3
2021-03-01,1026,24.1,41,40.2,93,46,65,5.6
2021-03-01,1027,19.1,57,0.0,113,56,79,5.9
2021-03-01,1028,25.5,66,5.1,99,49,69,4.7
2021-03-01,1029,19.6,43,14.6,123,61,86,6.0
2021-03-01,1030,27.3,44,2.4,95,47,66,6.0
2021-03-01,1031,27.4,61,25.5,91,45,63,5.6
2021-03-01,1032,26.8,48,20.6,70,35,49,5.4
2021-03-01,1033,25.8,69,45.7,94,47,65,5.6
2021-03-01,1034,30.7,48,39.7,114,57,79,5.9
2021-03-01,1035,28.6,73,15.0,85,42,59,7.1
2021-03-01,1036,25.8,49,7.5,74,37,51,6.7
2021-03-01,1037,26.8,65,4.6,76,38,53,7.5
2021-03-01,1038,25.0,53,36.5,121,60,84,5.6
2021-03-01,1039,28.4,67,56.8,116,58,81,4.8
2021-03-01,1040,29.6,56,23.2,129,64,90,6.0
2021-03-01,1041,24.3,68,0.0,91,45,63,4.9
2021-03-01,1042,23.6,57,19.5,120,60,84,6.6
2021-03-01,1043,25.8,43,4.3,75,37,52,5.0
2021-03-01,1044,26.9,56,10.2,78,39,54,4.0
2021-03-01,1045,19.9,48,37.6,124,62,86,6.7
2021-03-01,1046,24.6,63,23.2,73,36,51,7.0
2021-03-01,1047,19.8,31,37.4,84,42,58,4.9
2021-03-01,1048,23.0,50,7.5,128,64,89,6.6
2021-03-01,1049,26.3,50,27.2,99,49,69,6.7
2021-03-01,1050,28.2,43,10.8,94,47,65,4.5
2021-03-01,1051,26.0,60,37.6,113,56,79,5.5
2021-03-01,1052,29.6,42,4.7,106,53,74,3.5
2021-03-01,1053,27.5,58,7.8,98,49,68,5.6
2021-03-01,1054,27.3,46,0.0,103,51,72,6.8
2021-03-01,1055,20.5,69,23.8,105,52,73,6.2
2021-03-01,1056,31.5,59,37.6,93,46,65,4.6
2021-03-01,1057,26.7,46,16.8,126,63,88,4.6
2021-03-01,1058,22.2,66,42.4,86,43,60,3.5
2021-03-01,1059,26.7,64,0.0,118,59,82,5.4
2021-03-01,1060,29.6,45,29.0,129,64,90,5.7
2021-03-01,1061,26.2,30,0.0,95,47,66,4.6
2021-03-01,1062,22.9,47,1.0,93,46,65,5.3
2021-03-01,1063,27.6,54,5.8,70,35,49,5.6
2021-03-01,1064,25.4,63,46.4,92,46,64,7.6
2021-03-01,1065,26.4,76,0.0,107,53,74,5.0
2021-03-01,1066,23.7,65,34.7,122,61,85,5.5
2021-03-01,1067,24.8,56,41.9,70,35,49,4.8
2021-03-01,1068,27.7,34,5.2,97,48,67,6.1
2021-03-01,1069,26.9,58,0.8,89,44,62,6.3
2021-03-01,1070,23.7,39,12.7,75,37,52,6.2
2021-03-01,1071,27.2,58,0.0,116,58,81,5.0
2021-03-01,1072,23.6,58,13.9,110,55,77,4.7
2021-03-01,1073,27.5,61,62.1,102,51,71,5.4
2021-03-01,1074,26.6,44,38.9,95,47,66,6.0
2021-03-01,1075,21.9,55,32.2,96,48,67,4.7
2021-03-01,1076,28.8,43,6.9,100,50,70,6.4
2021-03-01,1077,27.2,48,0.0,92,46,64,5.1
2021-03-01,1078,28.7,42,0.0,71,35,49,5.0
2021-03-01,1079,27.4,56,10.6,73,36,51,7.1
2021-03-01,1080,25.7,67,7.7,112,56,78,5.0
2021-03-01,1081,28.8,43,0.0,93,46,65,4.9
2021-03-01,1082,26.2,50,0.0,123,61,86,6.0
2021-03-01,1083,29.2,57,10.6,97,48,67,4.5
2021-03-01,1084,27.7,56,20.4,108,54,75,6.7
2021-03-01,1085,27.5,50,7.2,129,64,90,6.2
2021-03-01,1086,27.1,48,0.0,91,45,63,2.8
2021-03-01,1087,23.4,68,73.2,71,35,49,7.1
2021-03-01,1088,23.8,45,11.0,121,60,84,4.7
2021-03-01,1089,25.5,62,0.0,123,61,86,5.2
2021-03-01,1090,24.9,55,54.7,105,52,73,5.7
2021-03-01,1091,28.8,57,23.0,111,55,77,5.7
2021-03-01,1092,24.0,62,26.9,92,46,64,6.8
2021-03-01,1093,23.7,38,19.4,113,56,79,5.3
2021-03-01,1094,21.9,38,27.9,108,54,75,5.9
2021-03-01,1095,26.9,41,0.0,103,51,72,5.5
2021-03-01,1096,25.2,51,12.7,73,36,51,2.4
2021-03-01,1097,28.6,53,0.0,88,44,61,4.2
2021-03-01,1098,29.6,38,24.9,117,58,81,4.9
2021-03-01,1099,21.7,43,0.0,109,54,76,6.8
2021-03-01,1100,25.2,47,24.1,104,52,72,4.2
2021-03-01,1101,34.5,69,30.8,128,64,89,3.8
2021-03-01,1102,25.2,60,9.6,92,46,64,3.2
2021-03-01,1103,28.6,38,18.0,81,40,56,4.8
2021-03-01,1104,26.3,58,4.3,119,59,83,6.5
2021-03-01,1105,26.7,58,26.7,98,49,68,5.8
2021-03-01,1106,30.2,50,22.2,77,38,53,7.4
2021-03-01,1107,22.5,40,27.6,122,61,85,6.1
2021-03-01,1108,29.1,66,20.2,102,51,71,3.9
2021-03-01,1109,28.2,62,13.5,112,56,78,7.4
2021-03-01,1110,26.2,64,44.6,121,60,84,5.1
2021-03-01,1111,22.7,39,43.7,106,53,74,7.2
2021-03-01,1112,25.1,60,0.0,88,44,61,5.0
2021-03-01,1113,25.2,64,28.0,86,43,60,3.7
2021-03-01,1114,31.2,47,0.0,93,46,65,4.2
2021-03-01,1115,26.6,79,41.1,89,44,62,5.7
2021-03-01,1116,28.3,58,0.0,81,40,56,5.7
2021-03-01,1117,29.1,65,29.8,86,43,60,6.2
2021-03-01,1118,23.7,41,25.1,84,42,58,4.8
2021-03-01,1119,29.9,47,28.1,114,57,79,4.1
2021-03-01,1120,29.8,42,3.1,80,40,56,5.4
2021-03-01,1121,26.9,45,25.0,107,53,74,6.0
2021-03-01,1122,21.6,40,21.5,124,62,86,3.3
2021-03-01,1123,25.4,45,32.1,110,55,77,5.3
2021-03-01,1124,25.9,55,35.2,90,45,62,4.2
2021-03-01,1125,28.8,65,0.0,90,45,62,5.9
2021-03-01,1126,24.8,59,31.5,87,43,60,6.2
2021-03-01,1127,24.5,60,36.2,70,35,49,4.3
2021-03-01,1128,26.4,30,0.0,89,44,62,5.5
2021-03-01,1129,18.4,41,16.3,122,61,85,4.3
2021-03-01,1130,19.8,54,43.5,119,59,83,4.6
2021-03-01,1131,22.5,55,26.3,125,62,87,8.3
2021-03-01,1132,25.6,52,0.0,99,49,69,5.6
2021-03-01,1133,12.9,56,19.6,91,45,63,5.1
2021-03-01,1134,23.4,45,13.3,95,47,66,7.5
2021-03-01,1135,15.4,82,72.0,108,54,75,5.1
2021-03-01,1136,23.0,56,31.3,127,63,88,4.5
2021-03-01,1137,20.6,47,0.0,103,51,72,7.9
2021-03-01,1138,25.8,57,42.0,89,44,62,7.4
2021-03-01,1139,30.0,57,22.0,72,36,50,4.6
2021-03-01,1140,28.5,43,0.0,76,38,53,4.5
2021-03-01,1141,26.5,35,48.2,116,58,81,5.0
2021-03-01,1142,27.4,58,18.8,117,58,81,8.1
2021-03-01,1143,29.5,63,28.5,90,45,62,4.3
2021-03-01,1144,26.2,45,27.1,118,59,82,4.9
2021-03-01,1145,30.7,67,0.0,108,54,75,5.3
2021-03-01,1146,26.5,52,28.3,99,49,69,5.6
2021-03-01,1147,28.7,79,0.0,110,55,77,6.0
2021-03-01,1148,27.2,39,0.0,99,49,69,7.1
2021-03-01,1149,29.2,31,0.0,115,57,80,6.0
2021-03-01,1150,30.3,65,37.5,93,46,65,7.4
2021-03-01,1151,22.0,50,2.7,92,46,64,4.8
2021-03-01,1152,24.0,80,38.7,129,64,90,3.6
2021-03-01,1153,26.1,52,11.9,129,64,90,5.9
2021-03-01,1154,22.6,60,7.4,115,57,80,5.1
2021-03-01,1155,28.3,59,27.9,127,63,88,8.0
2021-03-01,1156,20.5,66,31.5,124,62,86,3.5
2021-03-01,1157,27.0,53,0.0,81,40,56,6.5
2021-03-01,1158,25.5,37,14.8,70,35,49,6.6
2021-03-01,1159,24.8,60,17.4,123,61,86,6.1
2021-03-01,1160,26.5,62,54.2,112,56,78,3.6
2021-03-01,1161,27.0,44,68.2,117,58,81,5.4
2021-03-01,1162,29.6,63,57.9,106,53,74,5.8
2021-03-01,1163,25.5,42,0.0,92,46,64,6.1
2021-03-01,1164,28.0,62,23.4,124,62,86,5.7
2021-03-01,1165,28.3,48,49.9,102,51,71,7.7
2021-03-01,1166,31.0,57,0.0,103,51,72,4.9
2021-03-01,1167,29.5,59,38.3,121,60,84,4.6
2021-03-01,1168,27.6,56,15.3,73,36,51,5.8
2021-03-01,1169,22.0,64,52.6,106,53,74,5.9
2021-03-01,1170,29.6,36,0.0,97,48,67,5.0
2021-03-01,1171,28.4,47,9.8,112,56,78,5.8
2021-03-01,1172,21.6,59,31.9,80,40,56,6.9
2021-03-01,1173,29.2,60,21.5,113,56,79,6.2
2021-03-01,1174,30.6,35,0.0,111,55,77,3.9
2021-03-01,1175,26.6,49,0.0,78,39,54,4.9
2021-03-01,1176,26.0,54,1.1,89,44,62,4.4
2021-03-01,1177,25.4,52,7.2,129,64,90,5.1
2021-03-01,1178,23.6,56,38.8,103,51,72,5.5
2021-03-01,1179,29.9,53,37.5,122,61,85,4.1
2021-03-01,1180,30.4,54,19.4,70,35,49,6.8
2021-03-01,1181,25.5,42,0.0,113,56,79,6.6
2021-03-01,1182,33.1,51,38.6,77,38,53,5.5
2021-03-01,1183,27.3,36,40.2,96,48,67,3.2
2021-03-01,1184,29.1,56,14.1,72,36,50,6.1
2021-03-01,1185,23.7,53,0.2,103,51,72,5.3
