date,region_id,disease_code,disease_name,case_count,severity_avg,population_normalized_rate
2024-10-16,5,U07.1,COVID-19,5,2.72,1.1
2024-10-16,5,A00,Cholera,0,2.06,0.0
2024-10-16,6,B15,Hepatitis A,0,2.24,0.0
2024-10-16,6,J10,Influenza,13,3.15,2.73
2024-10-16,6,A15,Tuberculosis,0,2.2,0.0
2024-10-16,7,J18,Pneumonia,6,2.14,2.13
2024-10-16,7,J10,Influenza,7,3.14,2.49
2024-10-16,7,U07.1,COVID-19,12,2.45,4.26
2024-10-16,8,A90,Dengue Fever,0,3.08,0.0
2024-10-16,8,U07.1,COVID-19,13,2.12,6.99
2024-10-16,8,A09,Gastroenteritis,5,3.02,2.69
2024-10-16,9,J10,Influenza,8,2.68,2.22
2024-10-16,9,A15,Tuberculosis,5,2.14,1.39
2024-10-16,9,U07.1,COVID-19,9,3.38,2.5
2024-10-16,10,J10,Influenza,14,3.34,2.48
2024-10-16,10,J18,Pneumonia,7,2.52,1.24
2024-10-16,10,B15,Hepatitis A,0,2.78,0.0
2024-10-16,11,U07.1,COVID-19,11,2.92,2.68
2024-10-16,11,A09,Gastroenteritis,12,2.92,2.92
2024-10-16,11,A90,Dengue Fever,8,2.83,1.95
2024-10-16,12,J18,Pneumonia,6,2.79,0.99
2024-10-16,12,A90,Dengue Fever,0,1.93,0.0
2024-10-16,12,B50,Malaria,0,3.08,0.0
2024-10-16,13,U07.1,COVID-19,10,2.43,2.81
2024-10-16,13,A09,Gastroenteritis,10,2.47,2.81
2024-10-16,13,B50,Malaria,0,1.8,0.0
2024-10-16,14,A15,Tuberculosis,0,2.9,0.0
2024-10-16,14,B50,Malaria,0,2.59,0.0
2024-10-16,14,J18,Pneumonia,6,2.22,2.67
2024-10-16,15,A01,Typhoid Fever,0,3.35,0.0
2024-10-16,15,A00,Cholera,0,2.78,0.0
2024-10-16,15,U07.1,COVID-19,15,3.37,2.87
2024-10-16,16,J10,Influenza,6,3.21,6.52
2024-10-16,16,B15,Hepatitis A,0,2.32,0.0
2024-10-16,16,A15,Tuberculosis,0,2.83,0.0
2024-10-16,17,J18,Pneumonia,7,2.35,1.6
2024-10-16,17,J10,Influenza,6,2.02,1.37
2024-10-16,17,A00,Cholera,0,3.24,0.0
2024-10-16,18,B15,Hepatitis A,0,3.13,0.0
2024-10-16,18,J18,Pneumonia,8,2.74,2.25
2024-10-16,18,B50,Malaria,0,3.08,0.0
2024-10-16,19,B50,Malaria,0,2.33,0.0
2024-10-16,19,U07.1,COVID-19,15,3.17,2.45
2024-10-16,19,A90,Dengue Fever,6,2.32,0.98
2024-10-16,20,A09,Gastroenteritis,11,3.2,1.73
2024-10-16,20,J18,Pneumonia,6,2.62,0.94
2024-10-16,20,A01,Typhoid Fever,0,2.81,0.0
2024-10-16,21,A00,Cholera,0,3.01,0.0
2024-10-16,21,B15,Hepatitis A,0,3.18,0.0
2024-10-16,21,U07.1,COVID-19,5,2.87,1.24
2024-10-16,22,A00,Cholera,0,1.83,0.0
2024-10-16,22,A15,Tuberculosis,0,1.83,0.0
2024-10-16,22,B15,Hepatitis A,0,3.16,0.0
2024-10-16,23,A01,Typhoid Fever,7,2.33,1.11
2024-10-16,23,A09,Gastroenteritis,8,1.8,1.26
2024-10-16,23,J18,Pneumonia,6,2.83,0.95
2024-10-16,24,B15,Hepatitis A,0,2.58,0.0
2024-10-16,24,A15,Tuberculosis,0,2.64,0.0
2024-10-16,24,A01,Typhoid Fever,6,1.88,1.47
2024-10-16,25,A00,Cholera,0,2.03,0.0
2024-10-16,25,J18,Pneumonia,5,3.0,3.4
2024-10-16,25,A15,Tuberculosis,0,2.21,0.0
2024-10-16,26,U07.1,COVID-19,11,2.61,3.44
2024-10-16,26,A00,Cholera,0,3.0,0.0
2024-10-16,26,J10,Influenza,9,2.17,2.81
2024-10-16,27,B15,Hepatitis A,0,2.16,0.0
2024-10-16,27,B50,Malaria,0,2.89,0.0
2024-10-16,27,A01,Typhoid Fever,0,2.56,0.0
2024-10-16,28,A90,Dengue Fever,8,2.0,1.39
2024-10-16,28,A09,Gastroenteritis,12,2.28,2.08
2024-10-16,28,A00,Cholera,0,2.54,0.0
2024-10-16,29,J18,Pneumonia,5,2.42,3.65
2024-10-16,29,A01,Typhoid Fever,6,2.51,4.39
2024-10-16,29,J10,Influenza,11,2.91,8.04
2024-10-16,30,B15,Hepatitis A,0,2.22,0.0
2024-10-16,30,J10,Influenza,13,3.35,4.63
2024-10-16,30,A09,Gastroenteritis,10,2.78,3.56
2024-10-16,31,U07.1,COVID-19,13,2.94,8.17
2024-10-16,31,A00,Cholera,0,2.74,0.0
2024-10-16,31,J10,Influenza,9,2.51,5.66
2024-10-16,32,A09,Gastroenteritis,8,2.56,2.44
2024-10-16,32,U07.1,COVID-19,12,2.47,3.66
2024-10-16,32,A90,Dengue Fever,5,2.25,1.53
2024-10-16,33,U07.1,COVID-19,12,2.47,14.59
2024-10-16,33,A01,Typhoid Fever,5,1.93,6.08
2024-10-16,33,A90,Dengue Fever,6,2.51,7.29
2024-10-16,34,A00,Cholera,0,2.31,0.0
2024-10-16,34,U07.1,COVID-19,12,3.03,1.81
2024-10-16,34,B50,Malaria,0,1.9,0.0
2024-10-16,35,J10,Influenza,6,2.71,0.93
2024-10-16,35,A90,Dengue Fever,0,2.98,0.0
2024-10-16,35,B15,Hepatitis A,0,2.4,0.0
2024-10-16,36,A15,Tuberculosis,0,2.99,0.0
2024-10-16,36,B15,Hepatitis A,0,2.22,0.0
2024-10-16,36,A01,Typhoid Fever,0,2.64,0.0
2024-10-16,37,A15,Tuberculosis,0,2.35,0.0
2024-10-16,37,J18,Pneumonia,5,3.26,1.53
2024-10-16,37,J10,Influenza,8,3.31,2.45
2024-10-16,38,J18,Pneumonia,0,2.22,0.0
2024-10-16,38,A90,Dengue Fever,0,3.17,0.0
2024-10-16,38,B15,Hepatitis A,0,2.98,0.0
2024-10-16,39,B50,Malaria,0,2.74,0.0
2024-10-16,39,A90,Dengue Fever,8,2.87,2.23
2024-10-16,39,A00,Cholera,0,1.92,0.0
2024-10-16,40,J10,Influenza,11,3.39,1.64
2024-10-16,40,B15,Hepatitis A,0,2.68,0.0
2024-10-16,40,J18,Pneumonia,9,3.22,1.34
2024-10-16,41,B15,Hepatitis A,0,2.44,0.0
2024-10-16,41,A00,Cholera,0,2.3,0.0
2024-10-16,41,A09,Gastroenteritis,9,2.55,5.92
2024-10-16,42,J18,Pneumonia,8,2.58,1.26
2024-10-16,42,B50,Malaria,0,2.25,0.0
2024-10-16,42,J10,Influenza,13,2.97,2.05
2024-10-16,43,J18,Pneumonia,8,3.22,3.98
2024-10-16,43,J10,Influenza,6,2.98,2.98
2024-10-16,43,B15,Hepatitis A,0,2.01,0.0
2024-10-16,44,J18,Pneumonia,0,2.64,0.0
2024-10-16,44,A15,Tuberculosis,6,1.91,1.68
2024-10-16,44,B15,Hepatitis A,0,2.06,0.0
2024-10-16,45,A00,Cholera,0,2.72,0.0
2024-10-16,45,J10,Influenza,8,2.59,2.16
2024-10-16,45,A90,Dengue Fever,0,3.17,0.0
2024-10-16,46,A15,Tuberculosis,0,2.8,0.0
2024-10-16,46,U07.1,COVID-19,11,2.08,2.08
2024-10-16,46,A09,Gastroenteritis,7,1.91,1.32
2024-10-16,47,A90,Dengue Fever,0,3.2,0.0
2024-10-16,47,A15,Tuberculosis,6,2.42,0.87
2024-10-16,47,B50,Malaria,0,2.29,0.0
2024-10-16,48,U07.1,COVID-19,8,2.68,6.57
2024-10-16,48,A09,Gastroenteritis,6,2.21,4.92
2024-10-16,48,A00,Cholera,0,2.07,0.0
2024-10-16,49,A09,Gastroenteritis,7,1.8,1.38
2024-10-16,49,U07.1,COVID-19,10,2.77,1.98
2024-10-16,49,B15,Hepatitis A,0,1.96,0.0
2024-10-16,50,A01,Typhoid Fever,0,3.14,0.0
2024-10-16,50,A00,Cholera,0,2.66,0.0
2024-10-16,50,A09,Gastroenteritis,11,2.46,4.14
2024-10-16,51,A09,Gastroenteritis,6,2.13,1.76
2024-10-16,51,J10,Influenza,9,3.27,2.65
2024-10-16,51,U07.1,COVID-19,6,2.61,1.76
2024-10-16,52,A00,Cholera,0,2.62,0.0
2024-10-16,52,A90,Dengue Fever,0,2.23,0.0
2024-10-16,52,A01,Typhoid Fever,6,3.04,1.07
2024-10-16,53,B15,Hepatitis A,0,3.32,0.0
2024-10-16,53,B50,Malaria,5,3.04,3.27
2024-10-16,53,A15,Tuberculosis,0,2.82,0.0
2024-10-16,54,B50,Malaria,0,3.2,0.0
2024-10-16,54,A09,Gastroenteritis,5,3.09,0.78
2024-10-16,54,A15,Tuberculosis,6,2.29,0.93
2024-10-16,55,B50,Malaria,0,2.38,0.0
2024-10-16,55,A01,Typhoid Fever,7,3.14,1.95
2024-10-16,55,J18,Pneumonia,0,2.4,0.0
2024-10-16,56,A15,Tuberculosis,6,2.13,2.98
2024-10-16,56,A01,Typhoid Fever,0,2.74,0.0
2024-10-16,56,A00,Cholera,0,2.65,0.0
2024-10-16,57,J10,Influenza,6,3.39,0.93
2024-10-16,57,B50,Malaria,5,1.9,0.78
2024-10-16,57,A90,Dengue Fever,0,3.19,0.0
2024-10-16,58,A00,Cholera,0,2.3,0.0
2024-10-16,58,U07.1,COVID-19,7,1.96,1.71
2024-10-16,58,A01,Typhoid Fever,7,3.2,1.71
2024-10-16,59,J10,Influenza,6,3.14,1.42
2024-10-16,59,A09,Gastroenteritis,6,2.08,1.42
2024-10-16,59,A00,Cholera,0,2.05,0.0
2024-10-16,60,A00,Cholera,0,2.27,0.0
2024-10-16,60,U07.1,COVID-19,11,1.94,4.19
2024-10-16,60,B50,Malaria,0,1.93,0.0
2024-10-16,61,A15,Tuberculosis,0,3.32,0.0
2024-10-16,61,J10,Influenza,11,2.16,1.6
2024-10-16,61,A00,Cholera,0,1.89,0.0
2024-10-16,62,U07.1,COVID-19,12,2.51,4.65
2024-10-16,62,J10,Influenza,7,2.87,2.71
2024-10-16,62,A90,Dengue Fever,0,3.23,0.0
2024-10-16,63,J10,Influenza,14,2.28,4.29
2024-10-16,63,J18,Pneumonia,6,2.31,1.84
2024-10-16,63,A15,Tuberculosis,5,2.99,1.53
2024-10-16,64,J18,Pneumonia,6,3.38,1.04
2024-10-16,64,A00,Cholera,0,1.99,0.0
2024-10-16,64,U07.1,COVID-19,13,2.99,2.25
2024-10-16,65,A01,Typhoid Fever,6,3.3,1.0
2024-10-16,65,B50,Malaria,5,2.23,0.84
2024-10-16,65,J10,Influenza,8,1.89,1.34
2024-10-16,66,U07.1,COVID-19,5,2.47,2.61
2024-10-16,66,B50,Malaria,0,3.27,0.0
2024-10-16,66,B15,Hepatitis A,0,2.41,0.0
2024-10-16,67,J18,Pneumonia,0,3.23,0.0
2024-10-16,67,B50,Malaria,5,2.82,2.41
2024-10-16,67,A90,Dengue Fever,0,2.86,0.0
2024-10-16,68,A01,Typhoid Fever,7,2.03,1.29
2024-10-16,68,B50,Malaria,5,3.28,0.92
2024-10-16,68,J18,Pneumonia,5,2.9,0.92
2024-10-16,69,A09,Gastroenteritis,7,2.84,1.21
2024-10-16,69,A15,Tuberculosis,5,3.14,0.87
2024-10-16,69,J18,Pneumonia,8,3.05,1.38
2024-10-16,70,A01,Typhoid Fever,5,2.59,1.51
2024-10-16,70,A90,Dengue Fever,8,3.29,2.42
2024-10-16,70,A00,Cholera,0,2.99,0.0
2024-10-16,71,A90,Dengue Fever,0,2.86,0.0
2024-10-16,71,A15,Tuberculosis,0,2.59,0.0
2024-10-16,71,A00,Cholera,0,2.68,0.0
2024-10-16,72,A09,Gastroenteritis,7,2.03,1.38
2024-10-16,72,A90,Dengue Fever,0,3.34,0.0
2024-10-16,72,A00,Cholera,0,3.26,0.0
2024-10-16,73,U07.1,COVID-19,14,2.59,2.02
2024-10-16,73,B15,Hepatitis A,0,2.21,0.0
2024-10-16,73,A15,Tuberculosis,0,2.69,0.0
2024-10-16,74,B50,Malaria,0,2.27,0.0
2024-10-16,74,A01,Typhoid Fever,0,3.24,0.0
2024-10-16,74,A15,Tuberculosis,0,2.33,0.0
2024-10-16,75,B15,Hepatitis A,0,3.32,0.0
2024-10-16,75,A90,Dengue Fever,5,1.83,1.61
2024-10-16,75,A01,Typhoid Fever,6,1.87,1.93
2024-10-16,76,B15,Hepatitis A,0,2.22,0.0
2024-10-16,76,A90,Dengue Fever,5,3.05,0.99
2024-10-16,76,A01,Typhoid Fever,5,3.22,0.99
2024-10-16,77,U07.1,COVID-19,14,3.35,2.08
2024-10-16,77,A09,Gastroenteritis,5,2.95,0.74
2024-10-16,77,J18,Pneumonia,0,2.21,0.0
2024-10-16,78,B50,Malaria,0,2.43,0.0
2024-10-16,78,B15,Hepatitis A,0,2.22,0.0
2024-10-16,78,A15,Tuberculosis,0,1.95,0.0
2024-10-16,79,J18,Pneumonia,7,3.09,1.34
2024-10-16,79,A15,Tuberculosis,0,2.62,0.0
2024-10-16,79,B15,Hepatitis A,0,2.65,0.0
2024-10-16,80,B15,Hepatitis A,0,2.48,0.0
2024-10-16,80,A09,Gastroenteritis,8,1.92,2.54
2024-10-16,80,J18,Pneumonia,7,2.85,2.22
2024-10-16,81,A90,Dengue Fever,0,3.15,0.0
2024-10-16,81,J18,Pneumonia,0,3.22,0.0
2024-10-16,81,A01,Typhoid Fever,0,3.08,0.0
2024-10-16,82,A00,Cholera,0,3.28,0.0
2024-10-16,82,B15,Hepatitis A,0,3.13,0.0
2024-10-16,82,J18,Pneumonia,6,2.86,1.72
2024-10-16,83,A09,Gastroenteritis,8,2.61,1.97
2024-10-16,83,B50,Malaria,0,2.33,0.0
2024-10-16,83,A90,Dengue Fever,8,2.95,1.97
2024-10-16,84,U07.1,COVID-19,8,2.7,1.61
2024-10-16,84,B15,Hepatitis A,0,2.71,0.0
2024-10-16,84,A15,Tuberculosis,0,1.92,0.0
2024-10-16,85,B50,Malaria,5,2.97,2.42
2024-10-16,85,U07.1,COVID-19,10,2.17,4.83
2024-10-16,85,A09,Gastroenteritis,12,2.01,5.8
2024-10-16,86,A00,Cholera,0,2.56,0.0
2024-10-16,86,A15,Tuberculosis,0,3.11,0.0
2024-10-16,86,B50,Malaria,0,2.97,0.0
2024-10-16,87,A01,Typhoid Fever,0,3.09,0.0
2024-10-16,87,J18,Pneumonia,6,3.18,1.07
2024-10-16,87,A09,Gastroenteritis,11,3.1,1.96
2024-10-16,88,B15,Hepatitis A,0,2.9,0.0
2024-10-16,88,J18,Pneumonia,5,2.75,0.78
2024-10-16,88,A15,Tuberculosis,0,2.39,0.0
2024-10-16,89,B15,Hepatitis A,0,3.25,0.0
2024-10-16,89,A01,Typhoid Fever,7,3.24,4.1
2024-10-16,89,J10,Influenza,7,2.64,4.1
2024-10-16,90,A01,Typhoid Fever,0,1.87,0.0
2024-10-16,90,A00,Cholera,0,2.48,0.0
2024-10-16,90,A15,Tuberculosis,0,2.89,0.0
2024-10-16,91,J18,Pneumonia,9,2.59,2.41
2024-10-16,91,A09,Gastroenteritis,5,2.78,1.34
2024-10-16,91,J10,Influenza,12,2.25,3.22
2024-10-16,92,B15,Hepatitis A,0,2.97,0.0
2024-10-16,92,A00,Cholera,0,3.13,0.0
2024-10-16,92,A09,Gastroenteritis,12,2.34,2.37
2024-10-16,93,B50,Malaria,0,1.93,0.0
2024-10-16,93,A00,Cholera,0,2.32,0.0
2024-10-16,93,A15,Tuberculosis,0,2.89,0.0
2024-10-16,94,A15,Tuberculosis,0,2.66,0.0
2024-10-16,94,A01,Typhoid Fever,6,3.34,1.36
2024-10-16,94,A09,Gastroenteritis,6,3.35,1.36
2024-10-16,95,B50,Malaria,0,2.49,0.0
2024-10-16,95,U07.1,COVID-19,10,3.02,4.84
2024-10-16,95,J18,Pneumonia,9,2.84,4.36
2024-10-16,96,J10,Influenza,10,2.34,3.56
2024-10-16,96,A09,Gastroenteritis,9,2.78,3.2
2024-10-16,96,J18,Pneumonia,6,3.06,2.14
2024-10-16,97,B50,Malaria,0,3.22,0.0
2024-10-16,97,A15,Tuberculosis,6,2.45,1.59
2024-10-16,97,J18,Pneumonia,8,2.76,2.12
2024-10-16,98,A00,Cholera,0,2.36,0.0
2024-10-16,98,A90,Dengue Fever,6,3.11,0.94
2024-10-16,98,B15,Hepatitis A,0,3.14,0.0
2024-10-16,99,J18,Pneumonia,0,3.01,0.0
2024-10-16,99,A00,Cholera,0,2.72,0.0
2024-10-16,99,A90,Dengue Fever,7,2.82,1.18
2024-10-16,100,A01,Typhoid Fever,0,2.64,0.0
2024-10-16,100,U07.1,COVID-19,13,3.07,9.71
2024-10-16,100,J10,Influenza,9,2.29,6.72
2024-10-17,1,J10,Influenza,12,2.46,3.82
2024-10-17,1,A01,Typhoid Fever,0,2.71,0.0
2024-10-17,1,A09,Gastroenteritis,9,2.5,2.87
2024-10-17,2,A90,Dengue Fever,0,1.81,0.0
2024-10-17,2,B50,Malaria,0,2.11,0.0
2024-10-17,2,J10,Influenza,10,2.69,8.99
2024-10-17,3,B50,Malaria,0,3.0,0.0
2024-10-17,3,A15,Tuberculosis,0,3.07,0.0
2024-10-17,3,A00,Cholera,0,2.44,0.0
2024-10-17,4,A09,Gastroenteritis,10,2.22,1.91
2024-10-17,4,B50,Malaria,0,3.21,0.0
2024-10-17,4,A15,Tuberculosis,0,2.19,0.0
2024-10-17,5,A01,Typhoid Fever,7,3.22,1.53
2024-10-17,5,J18,Pneumonia,7,3.17,1.53
2024-10-17,5,A90,Dengue Fever,7,3.12,1.53
2024-10-17,6,J18,Pneumonia,5,1.88,1.05
2024-10-17,6,A01,Typhoid Fever,5,3.0,1.05
2024-10-17,6,A09,Gastroenteritis,11,3.28,2.31
2024-10-17,7,U07.1,COVID-19,14,2.91,4.97
2024-10-17,7,B50,Malaria,5,3.11,1.78
2024-10-17,7,B15,Hepatitis A,0,2.45,0.0
2024-10-17,8,A01,Typhoid Fever,0,2.07,0.0
2024-10-17,8,B15,Hepatitis A,0,3.21,0.0
2024-10-17,8,A15,Tuberculosis,0,3.35,0.0
2024-10-17,9,A00,Cholera,0,2.88,0.0
2024-10-17,9,B15,Hepatitis A,0,2.34,0.0
2024-10-17,9,J10,Influenza,11,2.68,3.06
2024-10-17,10,B50,Malaria,0,2.47,0.0
2024-10-17,10,A01,Typhoid Fever,0,3.31,0.0
2024-10-17,10,J18,Pneumonia,6,2.44,1.06
2024-10-17,11,B15,Hepatitis A,0,2.43,0.0
2024-10-17,11,U07.1,COVID-19,12,2.7,2.92
2024-10-17,11,J10,Influenza,6,3.13,1.46
2024-10-17,12,A15,Tuberculosis,6,2.61,0.99
2024-10-17,12,B50,Malaria,0,2.57,0.0
2024-10-17,12,B15,Hepatitis A,0,1.91,0.0
2024-10-17,13,J10,Influenza,7,3.07,1.97
2024-10-17,13,U07.1,COVID-19,14,3.05,3.94
2024-10-17,13,B15,Hepatitis A,0,2.13,0.0
2024-10-17,14,B50,Malaria,5,2.67,2.22
2024-10-17,14,J18,Pneumonia,8,3.01,3.55
2024-10-17,14,U07.1,COVID-19,8,2.63,3.55
2024-10-17,15,A15,Tuberculosis,5,2.51,0.96
2024-10-17,15,A09,Gastroenteritis,10,2.41,1.91
2024-10-17,15,U07.1,COVID-19,10,2.73,1.91
2024-10-17,16,A90,Dengue Fever,0,2.32,0.0
2024-10-17,16,A09,Gastroenteritis,9,2.84,9.78
2024-10-17,16,J10,Influenza,9,2.82,9.78
2024-10-17,17,U07.1,COVID-19,13,2.55,2.98
2024-10-17,17,A00,Cholera,0,1.96,0.0
2024-10-17,17,J18,Pneumonia,7,3.08,1.6
2024-10-17,18,A01,Typhoid Fever,7,2.23,1.97
2024-10-17,18,J10,Influenza,6,2.58,1.68
2024-10-17,18,A90,Dengue Fever,7,2.19,1.97
2024-10-17,19,B50,Malaria,0,2.75,0.0
2024-10-17,19,A15,Tuberculosis,5,2.0,0.82
2024-10-17,19,A00,Cholera,0,2.86,0.0
2024-10-17,20,B50,Malaria,0,2.54,0.0
2024-10-17,20,J10,Influenza,9,3.03,1.41
2024-10-17,20,A15,Tuberculosis,6,3.34,0.94
2024-10-17,21,A00,Cholera,0,2.01,0.0
2024-10-17,21,B50,Malaria,0,3.31,0.0
2024-10-17,21,U07.1,COVID-19,12,3.34,2.98
2024-10-17,22,A15,Tuberculosis,0,2.16,0.0
2024-10-17,22,J18,Pneumonia,6,2.84,3.93
2024-10-17,22,U07.1,COVID-19,15,2.58,9.83
2024-10-17,23,B50,Malaria,0,2.55,0.0
2024-10-17,23,J18,Pneumonia,8,2.86,1.26
2024-10-17,23,A15,Tuberculosis,0,2.18,0.0
2024-10-17,24,A01,Typhoid Fever,5,2.36,1.23
2024-10-17,24,B15,Hepatitis A,0,3.13,0.0
2024-10-17,24,A15,Tuberculosis,6,3.06,1.47
2024-10-17,25,A15,Tuberculosis,5,2.38,3.4
2024-10-17,25,A09,Gastroenteritis,6,2.85,4.08
2024-10-17,25,U07.1,COVID-19,11,1.87,7.48
2024-10-17,26,B15,Hepatitis A,0,2.46,0.0
2024-10-17,26,U07.1,COVID-19,8,2.14,2.5
2024-10-17,26,B50,Malaria,0,2.51,0.0
2024-10-17,27,U07.1,COVID-19,6,2.2,1.02
2024-10-17,27,A90,Dengue Fever,8,2.75,1.36
2024-10-17,27,A09,Gastroenteritis,12,2.81,2.04
2024-10-17,28,B50,Malaria,5,2.58,0.87
2024-10-17,28,U07.1,COVID-19,8,3.36,1.39
2024-10-17,28,A09,Gastroenteritis,6,2.69,1.04
2024-10-17,29,A15,Tuberculosis,6,2.94,4.39
2024-10-17,29,J10,Influenza,13,3.3,9.5
2024-10-17,29,A90,Dengue Fever,0,2.94,0.0
2024-10-17,30,J18,Pneumonia,7,1.84,2.49
2024-10-17,30,A90,Dengue Fever,6,3.12,2.14
2024-10-17,30,B50,Malaria,0,1.83,0.0
2024-10-17,31,A09,Gastroenteritis,5,3.01,3.14
2024-10-17,31,A15,Tuberculosis,5,3.0,3.14
2024-10-17,31,A90,Dengue Fever,5,2.54,3.14
2024-10-17,32,U07.1,COVID-19,13,2.49,3.97
2024-10-17,32,A90,Dengue Fever,6,2.08,1.83
2024-10-17,32,A09,Gastroenteritis,10,2.3,3.05
2024-10-17,33,B50,Malaria,0,3.0,0.0
2024-10-17,33,J18,Pneumonia,6,2.73,7.29
2024-10-17,33,A01,Typhoid Fever,0,2.86,0.0
2024-10-17,34,J10,Influenza,12,2.88,1.81
2024-10-17,34,J18,Pneumonia,6,3.4,0.91
2024-10-17,34,A09,Gastroenteritis,11,2.58,1.66
2024-10-17,35,A00,Cholera,0,1.87,0.0
2024-10-17,35,A15,Tuberculosis,0,2.53,0.0
2024-10-17,35,B15,Hepatitis A,0,2.65,0.0
2024-10-17,36,A00,Cholera,0,2.17,0.0
2024-10-17,36,U07.1,COVID-19,10,3.11,1.57
2024-10-17,36,B50,Malaria,0,2.78,0.0
2024-10-17,37,B50,Malaria,0,2.77,0.0
2024-10-17,37,U07.1,COVID-19,9,2.06,2.76
2024-10-17,37,A00,Cholera,0,3.36,0.0
2024-10-17,38,A00,Cholera,0,2.3,0.0
2024-10-17,38,J18,Pneumonia,9,3.04,1.3
2024-10-17,38,B15,Hepatitis A,0,2.46,0.0
2024-10-17,39,B50,Malaria,0,2.93,0.0
2024-10-17,39,U07.1,COVID-19,15,1.82,4.18
2024-10-17,39,A90,Dengue Fever,0,3.26,0.0
2024-10-17,40,A00,Cholera,0,2.7,0.0
2024-10-17,40,A15,Tuberculosis,0,2.42,0.0
2024-10-17,40,J18,Pneumonia,0,2.62,0.0
2024-10-17,41,A15,Tuberculosis,0,3.24,0.0
2024-10-17,41,A01,Typhoid Fever,6,3.1,3.94
2024-10-17,41,J18,Pneumonia,6,2.93,3.94
2024-10-17,42,B50,Malaria,0,3.3,0.0
2024-10-17,42,A01,Typhoid Fever,0,1.94,0.0
2024-10-17,42,J18,Pneumonia,5,2.88,0.79
2024-10-17,43,A00,Cholera,0,2.8,0.0
2024-10-17,43,A01,Typhoid Fever,0,2.32,0.0
2024-10-17,43,B50,Malaria,0,3.09,0.0
2024-10-17,44,B50,Malaria,5,2.71,1.4
2024-10-17,44,J10,Influenza,8,3.15,2.24
2024-10-17,44,A09,Gastroenteritis,9,2.43,2.52
2024-10-17,45,A15,Tuberculosis,0,2.4,0.0
2024-10-17,45,A09,Gastroenteritis,10,2.92,2.7
2024-10-17,45,U07.1,COVID-19,7,2.4,1.89
2024-10-17,46,A15,Tuberculosis,0,1.98,0.0
2024-10-17,46,U07.1,COVID-19,6,3.08,1.14
2024-10-17,46,B15,Hepatitis A,0,2.65,0.0
2024-10-17,47,A15,Tuberculosis,5,3.27,0.72
2024-10-17,47,B50,Malaria,0,2.62,0.0
2024-10-17,47,A00,Cholera,0,2.9,0.0
2024-10-17,48,A01,Typhoid Fever,7,3.12,5.75
2024-10-17,48,A90,Dengue Fever,7,2.66,5.75
2024-10-17,48,A00,Cholera,0,2.51,0.0
2024-10-17,49,J18,Pneumonia,0,2.66,0.0
2024-10-17,49,B15,Hepatitis A,0,3.18,0.0
2024-10-17,49,U07.1,COVID-19,6,2.22,1.19
2024-10-17,50,A01,Typhoid Fever,0,2.22,0.0
2024-10-17,50,J10,Influenza,14,2.19,5.27
2024-10-17,50,A90,Dengue Fever,0,2.32,0.0
2024-10-17,51,A90,Dengue Fever,0,2.51,0.0
2024-10-17,51,B50,Malaria,5,2.13,1.47
2024-10-17,51,B15,Hepatitis A,0,1.82,0.0
2024-10-17,52,A90,Dengue Fever,8,2.43,1.42
2024-10-17,52,B15,Hepatitis A,0,2.55,0.0
2024-10-17,52,A09,Gastroenteritis,12,1.87,2.13
2024-10-17,53,J10,Influenza,13,2.5,8.51
2024-10-17,53,A90,Dengue Fever,6,2.18,3.93
2024-10-17,53,J18,Pneumonia,7,2.4,4.58
2024-10-17,54,J10,Influenza,13,2.47,2.02
2024-10-17,54,A15,Tuberculosis,5,2.9,0.78
2024-10-17,54,A90,Dengue Fever,0,2.82,0.0
2024-10-17,55,A01,Typhoid Fever,0,1.87,0.0
2024-10-17,55,B50,Malaria,5,2.64,1.4
2024-10-17,55,A09,Gastroenteritis,11,2.7,3.07
2024-10-17,56,U07.1,COVID-19,14,2.16,6.96
2024-10-17,56,B50,Malaria,0,3.22,0.0
2024-10-17,56,J18,Pneumonia,9,2.06,4.47
2024-10-17,57,U07.1,COVID-19,9,2.78,1.4
2024-10-17,57,A15,Tuberculosis,5,2.28,0.78
2024-10-17,57,J18,Pneumonia,8,2.78,1.24
2024-10-17,58,J18,Pneumonia,9,3.25,2.2
2024-10-17,58,A90,Dengue Fever,8,2.17,1.96
2024-10-17,58,A15,Tuberculosis,0,2.42,0.0
2024-10-17,59,U07.1,COVID-19,15,1.82,3.55
2024-10-17,59,A90,Dengue Fever,0,2.01,0.0
2024-10-17,59,A09,Gastroenteritis,6,2.93,1.42
2024-10-17,60,J10,Influenza,7,2.68,2.67
2024-10-17,60,A09,Gastroenteritis,10,2.69,3.81
2024-10-17,60,A90,Dengue Fever,0,2.1,0.0
2024-10-17,61,B15,Hepatitis A,0,3.33,0.0
2024-10-17,61,A01,Typhoid Fever,6,2.24,0.87
2024-10-17,61,J18,Pneumonia,0,3.34,0.0
2024-10-17,62,A00,Cholera,0,2.97,0.0
2024-10-17,62,B50,Malaria,0,3.32,0.0
2024-10-17,62,J10,Influenza,12,3.07,4.65
2024-10-17,63,A01,Typhoid Fever,6,2.71,1.84
2024-10-17,63,J10,Influenza,6,2.68,1.84
2024-10-17,63,B50,Malaria,5,2.53,1.53
2024-10-17,64,U07.1,COVID-19,7,3.18,1.21
2024-10-17,64,B15,Hepatitis A,0,2.17,0.0
