region_id,region_name,region_type,parent_city,state,latitude,longitude,population,area_sq_km,hospital_count,sanitation_index
3619,Shāntipur_Ward_9,ward,Shāntipur,28,23.249555,88.411828,16533,1.0,3,4.8
3620,Shāntipur_Ward_10,ward,Shāntipur,28,23.258184,88.431408,14157,5.28,4,6.3
3621,Bhuj_Ward_1,ward,Bhuj,09,23.248011,69.666594,12709,2.28,4,6.3
3622,Bhuj_Ward_2,ward,Bhuj,09,23.286725,69.674215,15199,1.37,4,6.1
3623,Bhuj_Ward_3,ward,Bhuj,09,23.255743,69.680238,14977,6.54,4,4.7
3624,Bhuj_Ward_4,ward,Bhuj,09,23.230077,69.669336,15744,2.1,5,8.8
3625,Bhuj_Ward_5,ward,Bhuj,09,23.256593,69.660267,16014,1.49,3,6.1
3626,Bhuj_Ward_6,ward,Bhuj,09,23.268321,69.649435,13941,7.9,5,7.9
3627,Bhuj_Ward_7,ward,Bhuj,09,23.254619,69.664625,15383,4.61,5,5.8
3628,Bhuj_Ward_8,ward,Bhuj,09,23.235709,69.651008,15494,12.44,3,4.7
3629,Bhuj_Ward_9,ward,Bhuj,09,23.268722,69.708884,15137,12.39,4,5.6
3630,Bhuj_Ward_10,ward,Bhuj,09,23.235003,69.704807,14444,4.66,3,5.1
3631,Bārākpur_Ward_1,ward,Bārākpur,28,22.721074,88.361028,12513,9.9,4,7.0
3632,Bārākpur_Ward_2,ward,Bārākpur,28,22.809983,88.365689,11879,9.99,2,7.9
3633,Bārākpur_Ward_3,ward,Bārākpur,28,22.777177,88.318852,14827,10.16,4,5.9
3634,Bārākpur_Ward_4,ward,Bārākpur,28,22.739754,88.349038,16278,8.29,4,6.8
3635,Bārākpur_Ward_5,ward,Bārākpur,28,22.735767,88.347535,13420,3.67,4,8.6
3636,Bārākpur_Ward_6,ward,Bārākpur,28,22.749188,88.387612,16361,10.07,5,9.0
3637,Bārākpur_Ward_7,ward,Bārākpur,28,22.790313,88.400476,15070,11.36,3,5.8
3638,Bārākpur_Ward_8,ward,Bārākpur,28,22.752685,88.365505,13513,11.43,4,6.3
3639,Bārākpur_Ward_9,ward,Bārākpur,28,22.757377,88.365792,12566,4.2,4,5.3
3640,Bārākpur_Ward_10,ward,Bārākpur,28,22.774023,88.380872,15303,14.19,4,6.7
3641,Hājīpur_Ward_1,ward,Hājīpur,34,25.710302,85.190824,15870,4.34,3,6.6
3642,Hājīpur_Ward_2,ward,Hājīpur,34,25.705338,85.197851,14618,6.99,3,5.1
3643,Hājīpur_Ward_3,ward,Hājīpur,34,25.693204,85.158043,14793,14.43,5,5.4
3644,Hājīpur_Ward_4,ward,Hājīpur,34,25.678254,85.175365,14941,8.85,4,6.2
3645,Hājīpur_Ward_5,ward,Hājīpur,34,25.709797,85.184399,14503,8.58,5,6.9
3646,Hājīpur_Ward_6,ward,Hājīpur,34,25.660026,85.203765,15063,2.59,4,7.3
3647,Hājīpur_Ward_7,ward,Hājīpur,34,25.664358,85.168636,17459,11.76,3,5.2
3648,Hājīpur_Ward_8,ward,Hājīpur,34,25.722529,85.17915,13356,10.5,4,5.2
3649,Hājīpur_Ward_9,ward,Hājīpur,34,25.692299,85.224464,16856,2.58,4,4.9
3650,Hājīpur_Ward_10,ward,Hājīpur,34,25.683218,85.203507,15337,10.44,3,5.0
3651,Sasarām_Ward_1,ward,Sasarām,34,24.976261,84.015994,15483,4.46,4,7.6
3652,Sasarām_Ward_2,ward,Sasarām,34,24.954241,83.987254,14207,1.84,6,6.7
3653,Sasarām_Ward_3,ward,Sasarām,34,24.959004,84.030913,12138,3.77,3,7.7
3654,Sasarām_Ward_4,ward,Sasarām,34,24.953536,83.974127,15385,3.04,4,5.8
3655,Sasarām_Ward_5,ward,Sasarām,34,24.904522,84.011611,16499,14.87,5,6.4
3656,Sasarām_Ward_6,ward,Sasarām,34,24.980007,84.025509,12031,12.93,3,6.7
3657,Sasarām_Ward_7,ward,Sasarām,34,24.967627,84.024589,13481,7.54,7,7.5
3658,Sasarām_Ward_8,ward,Sasarām,34,24.922798,83.995956,13396,12.18,4,9.4
3659,Sasarām_Ward_9,ward,Sasarām,34,24.948399,84.054434,13483,13.53,3,3.9
3660,Sasarām_Ward_10,ward,Sasarām,34,24.930877,83.989848,15078,3.06,4,4.3
3661,Bhimavaram_Ward_1,ward,Bhimavaram,02,16.52125,81.528327,14640,12.51,6,7.1
3662,Bhimavaram_Ward_2,ward,Bhimavaram,02,16.517631,81.540865,12601,2.71,3,4.4
3663,Bhimavaram_Ward_3,ward,Bhimavaram,02,16.58006,81.545457,17743,14.39,5,5.9
3664,Bhimavaram_Ward_4,ward,Bhimavaram,02,16.545596,81.523151,16780,2.49,3,3.9
3665,Bhimavaram_Ward_5,ward,Bhimavaram,02,16.533172,81.537497,13378,14.53,3,4.2
3666,Bhimavaram_Ward_6,ward,Bhimavaram,02,16.530402,81.544099,13413,3.02,4,6.0
3667,Bhimavaram_Ward_7,ward,Bhimavaram,02,16.52454,81.510057,13787,12.99,4,6.2
3668,Bhimavaram_Ward_8,ward,Bhimavaram,02,16.572436,81.548216,14898,8.14,5,9.0
3669,Bhimavaram_Ward_9,ward,Bhimavaram,02,16.51671,81.50549,11635,8.56,3,7.6
3670,Bhimavaram_Ward_10,ward,Bhimavaram,02,16.543312,81.508253,11906,6.89,3,8.4
3671,Beed_Ward_1,ward,Beed,16,19.013286,75.76963,15445,14.53,3,9.5
3672,Beed_Ward_2,ward,Beed,16,18.979649,75.74078,12926,13.72,4,7.1
3673,Beed_Ward_3,ward,Beed,16,18.972838,75.734366,15660,6.44,4,6.5
3674,Beed_Ward_4,ward,Beed,16,18.989308,75.743804,13706,9.96,3,8.6
3675,Beed_Ward_5,ward,Beed,16,19.006871,75.767424,13845,4.69,6,7.8
3676,Beed_Ward_6,ward,Beed,16,19.003844,75.745747,13420,3.78,5,4.6
3677,Beed_Ward_7,ward,Beed,16,18.982141,75.745616,17601,9.08,4,8.8
3678,Beed_Ward_8,ward,Beed,16,18.995784,75.760413,17333,13.8,5,6.6
3679,Beed_Ward_9,ward,Beed,16,18.999972,75.725166,13954,13.56,4,7.7
3680,Beed_Ward_10,ward,Beed,16,18.962421,75.789965,14575,13.62,4,8.4
3681,Burāri_Ward_1,ward,Burāri,07,28.74289,77.207807,15092,14.13,4,8.2
3682,Burāri_Ward_2,ward,Burāri,07,28.761423,77.178893,12750,2.81,4,6.6
3683,Burāri_Ward_3,ward,Burāri,07,28.760321,77.205034,14717,14.92,3,5.6
3684,Burāri_Ward_4,ward,Burāri,07,28.738067,77.191907,16287,2.42,4,8.5
3685,Burāri_Ward_5,ward,Burāri,07,28.796714,77.197885,15443,9.63,5,7.9
3686,Burāri_Ward_6,ward,Burāri,07,28.76418,77.190693,16678,6.58,4,7.2
3687,Burāri_Ward_7,ward,Burāri,07,28.754313,77.213301,16366,13.24,5,8.2
3688,Burāri_Ward_8,ward,Burāri,07,28.741107,77.211071,14564,9.62,4,3.0
3689,Burāri_Ward_9,ward,Burāri,07,28.759529,77.231266,15407,14.54,3,4.5
3690,Burāri_Ward_10,ward,Burāri,07,28.742507,77.199624,16118,12.77,4,4.2
3691,Krishnanagar_Ward_1,ward,Krishnanagar,28,23.400382,88.501886,14349,13.58,5,8.9
3692,Krishnanagar_Ward_2,ward,Krishnanagar,28,23.429751,88.507647,14633,1.16,3,9.1
3693,Krishnanagar_Ward_3,ward,Krishnanagar,28,23.42322,88.481966,12578,13.04,4,5.9
3694,Krishnanagar_Ward_4,ward,Krishnanagar,28,23.386257,88.501968,12404,4.33,4,4.3
3695,Krishnanagar_Ward_5,ward,Krishnanagar,28,23.413186,88.448172,15992,6.76,3,4.9
3696,Krishnanagar_Ward_6,ward,Krishnanagar,28,23.404924,88.492278,12206,4.38,2,4.4
3697,Krishnanagar_Ward_7,ward,Krishnanagar,28,23.420996,88.482464,15676,7.4,4,8.1
3698,Krishnanagar_Ward_8,ward,Krishnanagar,28,23.401388,88.479716,13574,2.24,3,6.5
3699,Krishnanagar_Ward_9,ward,Krishnanagar,28,23.379786,88.458368,14171,4.66,3,5.9
3700,Krishnanagar_Ward_10,ward,Krishnanagar,28,23.39531,88.486482,13347,5.57,3,8.8
3701,Chitradurga_Ward_1,ward,Chitradurga,19,14.208144,76.385568,14621,4.58,3,6.3
3702,Chitradurga_Ward_2,ward,Chitradurga,19,14.208224,76.408415,17582,8.76,7,5.2
3703,Chitradurga_Ward_3,ward,Chitradurga,19,14.205404,76.389741,16676,5.77,5,6.3
3704,Chitradurga_Ward_4,ward,Chitradurga,19,14.218285,76.403502,13516,4.93,5,7.7
3705,Chitradurga_Ward_5,ward,Chitradurga,19,14.246629,76.413309,15656,6.85,3,5.7
3706,Chitradurga_Ward_6,ward,Chitradurga,19,14.197585,76.385599,13485,3.53,5,5.1
3707,Chitradurga_Ward_7,ward,Chitradurga,19,14.24641,76.386597,14877,4.86,4,4.9
3708,Chitradurga_Ward_8,ward,Chitradurga,19,14.227765,76.4042,13513,4.85,6,7.3
3709,Chitradurga_Ward_9,ward,Chitradurga,19,14.238502,76.396531,14420,6.59,6,6.7
3710,Chitradurga_Ward_10,ward,Chitradurga,19,14.221776,76.415162,14314,5.92,6,5.8
3711,Dibrugarh_Ward_1,ward,Dibrugarh,03,27.47923,94.909324,13709,2.14,3,6.8
3712,Dibrugarh_Ward_2,ward,Dibrugarh,03,27.51952,94.928564,14438,12.92,3,6.3
3713,Dibrugarh_Ward_3,ward,Dibrugarh,03,27.472362,94.880149,13846,14.96,3,7.5
3714,Dibrugarh_Ward_4,ward,Dibrugarh,03,27.46125,94.902769,12921,9.8,3,7.7
3715,Dibrugarh_Ward_5,ward,Dibrugarh,03,27.500463,94.901902,13549,9.51,4,7.2
3716,Dibrugarh_Ward_6,ward,Dibrugarh,03,27.446135,94.903547,16755,3.22,3,6.2
3717,Dibrugarh_Ward_7,ward,Dibrugarh,03,27.450119,94.896222,13631,14.5,3,9.5
3718,Dibrugarh_Ward_8,ward,Dibrugarh,03,27.513204,94.922989,14049,10.62,3,8.3
3719,Dibrugarh_Ward_9,ward,Dibrugarh,03,27.498449,94.905343,16206,1.36,3,5.8
3720,Dibrugarh_Ward_10,ward,Dibrugarh,03,27.454588,94.927929,14424,7.01,5,7.4
3721,Abohar_Ward_1,ward,Abohar,23,30.157905,74.181524,13142,9.84,3,5.7
3722,Abohar_Ward_2,ward,Abohar,23,30.146099,74.201105,13308,8.17,3,6.4
3723,Abohar_Ward_3,ward,Abohar,23,30.168039,74.167025,15232,9.15,4,5.6
3724,Abohar_Ward_4,ward,Abohar,23,30.145471,74.201512,15704,1.74,5,7.4
3725,Abohar_Ward_5,ward,Abohar,23,30.148037,74.187613,15723,14.67,3,4.4
3726,Abohar_Ward_6,ward,Abohar,23,30.137331,74.175905,14353,5.5,4,8.4
3727,Abohar_Ward_7,ward,Abohar,23,30.111052,74.175753,14003,8.06,3,8.8
3728,Abohar_Ward_8,ward,Abohar,23,30.15613,74.225201,15660,4.72,7,8.1
3729,Abohar_Ward_9,ward,Abohar,23,30.151724,74.212493,13140,2.63,3,5.6
3730,Abohar_Ward_10,ward,Abohar,23,30.128466,74.210972,14429,7.76,3,6.0
3731,Tiruvannamalai_Ward_1,ward,Tiruvannamalai,25,12.215268,79.079477,12867,3.74,4,6.8
3732,Tiruvannamalai_Ward_2,ward,Tiruvannamalai,25,12.217002,79.053801,16231,2.05,6,5.3
3733,Tiruvannamalai_Ward_3,ward,Tiruvannamalai,25,12.217775,79.083613,14289,13.85,3,7.1
3734,Tiruvannamalai_Ward_4,ward,Tiruvannamalai,25,12.226472,79.090887,13338,11.07,3,3.8
3735,Tiruvannamalai_Ward_5,ward,Tiruvannamalai,25,12.223529,79.076451,12997,5.11,3,6.6
3736,Tiruvannamalai_Ward_6,ward,Tiruvannamalai,25,12.21857,79.083512,15329,7.98,3,7.4
3737,Tiruvannamalai_Ward_7,ward,Tiruvannamalai,25,12.222684,79.043966,14551,14.34,3,6.1
3738,Tiruvannamalai_Ward_8,ward,Tiruvannamalai,25,12.236851,79.076235,13729,13.47,5,7.9
3739,Tiruvannamalai_Ward_9,ward,Tiruvannamalai,25,12.191355,79.056366,15290,8.88,4,4.6
3740,Tiruvannamalai_Ward_10,ward,Tiruvannamalai,25,12.216083,79.084234,14934,6.58,3,5.2
3741,Kaithal_Ward_1,ward,Kaithal,10,29.826135,76.386514,12243,3.69,4,8.5
3742,Kaithal_Ward_2,ward,Kaithal,10,29.803405,76.426842,15296,11.82,5,7.0
3743,Kaithal_Ward_3,ward,Kaithal,10,29.820521,76.405829,14644,12.87,3,6.0
3744,Kaithal_Ward_4,ward,Kaithal,10,29.821792,76.409678,13456,8.97,4,4.1
3745,Kaithal_Ward_5,ward,Kaithal,10,29.783945,76.38314,15179,11.7,3,8.9
3746,Kaithal_Ward_6,ward,Kaithal,10,29.760894,76.39618,15162,13.17,3,7.7
3747,Kaithal_Ward_7,ward,Kaithal,10,29.807913,76.434818,14533,8.56,3,8.5
3748,Kaithal_Ward_8,ward,Kaithal,10,29.777276,76.417607,14316,13.15,7,7.0
3749,Kaithal_Ward_9,ward,Kaithal,10,29.809479,76.379697,13133,10.49,5,6.5
3750,Kaithal_Ward_10,ward,Kaithal,10,29.769273,76.439849,15369,2.94,4,6.4
3751,Balasore_Ward_1,ward,Balasore,21,21.45869,86.922983,13040,5.81,5,5.3
3752,Balasore_Ward_2,ward,Balasore,21,21.475637,86.928493,14159,14.73,3,7.8
3753,Balasore_Ward_3,ward,Balasore,21,21.482552,86.947436,12134,7.21,3,7.8
3754,Balasore_Ward_4,ward,Balasore,21,21.509665,86.924058,16313,6.24,4,6.5
3755,Balasore_Ward_5,ward,Balasore,21,21.491788,86.937808,13956,7.36,4,8.4
3756,Balasore_Ward_6,ward,Balasore,21,21.478706,86.912415,13644,6.01,5,8.4
3757,Balasore_Ward_7,ward,Balasore,21,21.516875,86.943364,14695,1.5,4,5.5
3758,Balasore_Ward_8,ward,Balasore,21,21.486169,86.895334,14719,14.12,4,7.1
3759,Balasore_Ward_9,ward,Balasore,21,21.501478,86.928386,13741,6.07,3,5.3
3760,Balasore_Ward_10,ward,Balasore,21,21.485352,86.901419,12441,2.12,3,8.1
3761,Godhra_Ward_1,ward,Godhra,09,22.740958,73.658587,14572,13.93,4,7.9
3762,Godhra_Ward_2,ward,Godhra,09,22.782181,73.57104,17156,4.14,5,7.0
3763,Godhra_Ward_3,ward,Godhra,09,22.780541,73.614693,13080,12.5,3,6.2
3764,Godhra_Ward_4,ward,Godhra,09,22.758472,73.626173,13159,3.77,7,6.1
3765,Godhra_Ward_5,ward,Godhra,09,22.777026,73.636926,16940,3.99,4,6.1
3766,Godhra_Ward_6,ward,Godhra,09,22.756236,73.600664,13649,13.94,5,7.3
3767,Godhra_Ward_7,ward,Godhra,09,22.794446,73.64517,14858,9.26,6,7.0
3768,Godhra_Ward_8,ward,Godhra,09,22.762043,73.600604,16411,5.05,3,9.3
3769,Godhra_Ward_9,ward,Godhra,09,22.79832,73.62555,15336,13.42,3,7.8
3770,Godhra_Ward_10,ward,Godhra,09,22.780514,73.59771,14817,14.48,5,8.4
3771,Shillong_Ward_1,ward,Shillong,18,25.573054,91.877437,15292,1.67,3,5.5
3772,Shillong_Ward_2,ward,Shillong,18,25.595573,91.895654,12981,2.06,5,9.0
3773,Shillong_Ward_3,ward,Shillong,18,25.533481,91.872617,14722,14.11,5,3.3
3774,Shillong_Ward_4,ward,Shillong,18,25.569069,91.859304,15639,4.16,3,7.8
3775,Shillong_Ward_5,ward,Shillong,18,25.583445,91.879117,11557,5.53,2,7.2
3776,Shillong_Ward_6,ward,Shillong,18,25.598077,91.88045,14325,3.34,5,7.3
3777,Shillong_Ward_7,ward,Shillong,18,25.574361,91.888914,18028,10.99,5,4.7
3778,Shillong_Ward_8,ward,Shillong,18,25.561596,91.914382,16497,5.77,4,6.9
3779,Shillong_Ward_9,ward,Shillong,18,25.538684,91.860888,13561,2.07,3,7.1
3780,Shillong_Ward_10,ward,Shillong,18,25.597328,91.913399,13729,3.97,3,3.9
3781,Rewāri_Ward_1,ward,Rewāri,10,28.15585,76.623086,15240,3.01,3,6.6
3782,Rewāri_Ward_2,ward,Rewāri,10,28.197582,76.602209,15238,7.93,3,9.0
3783,Rewāri_Ward_3,ward,Rewāri,10,28.179593,76.588491,12685,11.8,4,7.1
3784,Rewāri_Ward_4,ward,Rewāri,10,28.210125,76.618328,17261,3.97,6,5.3
3785,Rewāri_Ward_5,ward,Rewāri,10,28.190732,76.640634,14795,2.29,6,6.2
3786,Rewāri_Ward_6,ward,Rewāri,10,28.233511,76.617816,13540,6.87,4,7.2
3787,Rewāri_Ward_7,ward,Rewāri,10,28.225979,76.613296,13452,14.45,3,3.9
3788,Rewāri_Ward_8,ward,Rewāri,10,28.229271,76.629681,15440,11.17,3,7.9
3789,Rewāri_Ward_9,ward,Rewāri,10,28.228772,76.621892,15142,6.77,7,7.8
3790,Rewāri_Ward_10,ward,Rewāri,10,28.21452,76.641665,15090,3.15,3,7.4
3791,Chhatarpur_Ward_1,ward,Chhatarpur,35,24.933313,79.577226,14183,9.13,4,8.6
3792,Chhatarpur_Ward_2,ward,Chhatarpur,35,24.917199,79.575758,13380,9.92,5,6.2
3793,Chhatarpur_Ward_3,ward,Chhatarpur,35,24.899552,79.573963,15871,5.47,3,8.7
3794,Chhatarpur_Ward_4,ward,Chhatarpur,35,24.924771,79.562898,14350,8.17,4,4.4
3795,Chhatarpur_Ward_5,ward,Chhatarpur,35,24.914575,79.609667,15573,2.64,4,8.6
3796,Chhatarpur_Ward_6,ward,Chhatarpur,35,24.949986,79.612612,13238,7.03,3,5.4
3797,Chhatarpur_Ward_7,ward,Chhatarpur,35,24.879435,79.616019,12756,3.9,4,4.8
3798,Chhatarpur_Ward_8,ward,Chhatarpur,35,24.903435,79.596222,15056,2.95,3,6.9
3799,Chhatarpur_Ward_9,ward,Chhatarpur,35,24.900959,79.57245,15212,1.39,4,3.9
3800,Chhatarpur_Ward_10,ward,Chhatarpur,35,24.920856,79.589404,10421,6.16,3,7.5
3801,Mandsaur_Ward_1,ward,Mandsaur,35,24.070004,75.080143,14425,1.26,4,7.3
3802,Mandsaur_Ward_2,ward,Mandsaur,35,24.049967,75.062699,16544,4.82,4,6.7
3803,Mandsaur_Ward_3,ward,Mandsaur,35,24.075622,75.058497,13177,14.69,4,7.4
3804,Mandsaur_Ward_4,ward,Mandsaur,35,24.108911,75.109113,14611,1.83,4,6.4
3805,Mandsaur_Ward_5,ward,Mandsaur,35,24.102054,75.072812,13316,14.31,5,4.4
3806,Mandsaur_Ward_6,ward,Mandsaur,35,24.10086,75.061951,13379,10.27,3,7.5
3807,Mandsaur_Ward_7,ward,Mandsaur,35,24.072676,75.061671,14144,12.15,5,9.1
3808,Mandsaur_Ward_8,ward,Mandsaur,35,24.08462,75.039868,14931,8.32,3,5.7
3809,Mandsaur_Ward_9,ward,Mandsaur,35,24.082621,75.072892,14012,7.53,4,6.0
3810,Mandsaur_Ward_10,ward,Mandsaur,35,24.074456,75.073884,14142,2.18,4,7.0
3811,Chas_Ward_1,ward,Chas,38,23.607701,86.15521,14097,3.39,4,4.2
3812,Chas_Ward_2,ward,Chas,38,23.626941,86.12774,12555,10.91,4,6.7
3813,Chas_Ward_3,ward,Chas,38,23.646656,86.153506,12240,3.41,3,7.4
3814,Chas_Ward_4,ward,Chas,38,23.63573,86.193936,14428,13.49,3,6.0
3815,Chas_Ward_5,ward,Chas,38,23.627269,86.201158,15332,1.37,3,8.0
3816,Chas_Ward_6,ward,Chas,38,23.650508,86.166121,15860,1.17,5,4.3
3817,Chas_Ward_7,ward,Chas,38,23.645278,86.15198,15482,4.18,3,8.2
3818,Chas_Ward_8,ward,Chas,38,23.614888,86.17808,14024,6.41,3,9.5
3819,Chas_Ward_9,ward,Chas,38,23.635801,86.18042,15041,10.15,4,6.6
3820,Chas_Ward_10,ward,Chas,38,23.626734,86.18571,14675,4.8,4,7.0
3821,Pālanpur_Ward_1,ward,Pālanpur,09,24.176104,72.430701,14944,2.64,3,4.0
3822,Pālanpur_Ward_2,ward,Pālanpur,09,24.164433,72.387492,17025,3.92,4,2.8
3823,Pālanpur_Ward_3,ward,Pālanpur,09,24.161421,72.42563,12507,5.8,3,8.2
3824,Pālanpur_Ward_4,ward,Pālanpur,09,24.134301,72.455949,15799,9.19,3,7.8
3825,Pālanpur_Ward_5,ward,Pālanpur,09,24.137827,72.439431,14449,7.9,5,7.0
3826,Pālanpur_Ward_6,ward,Pālanpur,09,24.173232,72.420218,11937,10.1,3,8.8
3827,Pālanpur_Ward_7,ward,Pālanpur,09,24.21113,72.433031,14543,1.31,3,7.0
3828,Pālanpur_Ward_8,ward,Pālanpur,09,24.175966,72.443222,16091,13.68,5,3.8
3829,Pālanpur_Ward_9,ward,Pālanpur,09,24.161355,72.443999,15697,11.88,4,8.9
3830,Pālanpur_Ward_10,ward,Pālanpur,09,24.154204,72.468352,16457,8.37,7,7.5
3831,Lakhīmpur_Ward_1,ward,Lakhīmpur,36,27.966893,80.79228,12962,14.57,3,3.2
3832,Lakhīmpur_Ward_2,ward,Lakhīmpur,36,27.944709,80.737412,12632,12.48,3,5.2
3833,Lakhīmpur_Ward_3,ward,Lakhīmpur,36,27.968974,80.789525,14909,2.24,3,7.5
3834,Lakhīmpur_Ward_4,ward,Lakhīmpur,36,27.898283,80.779554,11503,7.8,2,7.3
3835,Lakhīmpur_Ward_5,ward,Lakhīmpur,36,27.959175,80.756995,15370,13.25,5,7.3
3836,Lakhīmpur_Ward_6,ward,Lakhīmpur,36,27.948421,80.779099,13079,3.03,3,4.6
3837,Lakhīmpur_Ward_7,ward,Lakhīmpur,36,27.933485,80.796391,12378,10.49,3,6.2
3838,Lakhīmpur_Ward_8,ward,Lakhīmpur,36,27.934473,80.7944,15563,14.56,3,7.9
3839,Lakhīmpur_Ward_9,ward,Lakhīmpur,36,27.943237,80.770806,12741,13.65,3,3.9
3840,Lakhīmpur_Ward_10,ward,Lakhīmpur,36,27.963665,80.792894,14691,14.05,4,2.2
3841,Valsād_Ward_1,ward,Valsād,09,20.618482,72.964279,12057,13.65,2,7.5
3842,Valsād_Ward_2,ward,Valsād,09,20.632664,72.904546,13723,3.86,4,4.9
3843,Valsād_Ward_3,ward,Valsād,09,20.636286,72.905598,14604,13.63,3,7.3
3844,Valsād_Ward_4,ward,Valsād,09,20.606369,72.950186,12483,6.99,3,9.3
3845,Valsād_Ward_5,ward,Valsād,09,20.621157,72.958436,12499,14.57,3,7.6
3846,Valsād_Ward_6,ward,Valsād,09,20.596113,72.945041,14040,8.75,3,5.4
3847,Valsād_Ward_7,ward,Valsād,09,20.619411,72.931123,12894,14.9,3,5.8
3848,Valsād_Ward_8,ward,Valsād,09,20.588205,72.949002,10958,14.46,3,7.9
3849,Valsād_Ward_9,ward,Valsād,09,20.637542,72.900203,12121,3.22,3,4.0
3850,Valsād_Ward_10,ward,Valsād,09,20.613769,72.907188,15169,9.05,3,6.4
3851,Damoh_Ward_1,ward,Damoh,35,23.806925,79.445801,12671,6.9,3,3.5
3852,Damoh_Ward_2,ward,Damoh,35,23.843157,79.466981,15948,2.09,3,4.2
3853,Damoh_Ward_3,ward,Damoh,35,23.830994,79.470109,14181,14.0,5,7.8
3854,Damoh_Ward_4,ward,Damoh,35,23.823621,79.453325,14328,11.16,3,8.1
3855,Damoh_Ward_5,ward,Damoh,35,23.817996,79.463177,14014,4.84,6,8.6
3856,Damoh_Ward_6,ward,Damoh,35,23.85692,79.473726,13806,5.08,6,6.6
3857,Damoh_Ward_7,ward,Damoh,35,23.822962,79.469121,14094,10.53,3,7.8
3858,Damoh_Ward_8,ward,Damoh,35,23.850839,79.448055,14739,1.36,5,5.4
3859,Damoh_Ward_9,ward,Damoh,35,23.839211,79.426808,13930,4.8,4,5.8
3860,Damoh_Ward_10,ward,Damoh,35,23.853826,79.482948,14902,13.38,3,4.6
3861,Haldwani_Ward_1,ward,Haldwani,39,29.232206,79.548347,13813,8.11,4,6.0
3862,Haldwani_Ward_2,ward,Haldwani,39,29.206893,79.523662,13876,7.93,5,4.5
3863,Haldwani_Ward_3,ward,Haldwani,39,29.216606,79.529776,15915,6.59,6,5.7
3864,Haldwani_Ward_4,ward,Haldwani,39,29.246421,79.536229,15681,12.2,4,7.3
3865,Haldwani_Ward_5,ward,Haldwani,39,29.229703,79.545858,14087,12.8,3,7.4
3866,Haldwani_Ward_6,ward,Haldwani,39,29.197347,79.521907,12976,3.98,4,9.5
3867,Haldwani_Ward_7,ward,Haldwani,39,29.219354,79.516467,11571,4.61,2,5.2
3868,Haldwani_Ward_8,ward,Haldwani,39,29.215959,79.505655,13721,10.58,3,6.9
3869,Haldwani_Ward_9,ward,Haldwani,39,29.195313,79.506356,13791,10.67,4,7.5
3870,Haldwani_Ward_10,ward,Haldwani,39,29.219016,79.53865,13863,5.7,3,6.3
3871,Hābra_Ward_1,ward,Hābra,28,22.811427,88.680013,15698,3.4,3,7.9
3872,Hābra_Ward_2,ward,Hābra,28,22.832863,88.643495,14624,6.89,4,5.1
3873,Hābra_Ward_3,ward,Hābra,28,22.837982,88.660488,13073,2.92,5,6.2
3874,Hābra_Ward_4,ward,Hābra,28,22.85415,88.657458,9763,4.47,2,7.1
3875,Hābra_Ward_5,ward,Hābra,28,22.804072,88.665932,11911,12.73,3,6.7
3876,Hābra_Ward_6,ward,Hābra,28,22.826273,88.670927,15968,11.38,3,7.8
3877,Hābra_Ward_7,ward,Hābra,28,22.836901,88.678649,14237,13.09,5,4.3
3878,Hābra_Ward_8,ward,Hābra,28,22.837179,88.639554,12847,13.35,5,6.0
3879,Hābra_Ward_9,ward,Hābra,28,22.807972,88.639302,16782,7.9,5,4.8
3880,Hābra_Ward_10,ward,Hābra,28,22.857923,88.682735,13585,1.95,3,6.7
3881,Kolār_Ward_1,ward,Kolār,19,13.132676,78.107752,14082,9.09,4,6.3
3882,Kolār_Ward_2,ward,Kolār,19,13.118696,78.134497,14931,8.62,3,7.4
3883,Kolār_Ward_3,ward,Kolār,19,13.124134,78.150211,13622,13.92,3,4.2
3884,Kolār_Ward_4,ward,Kolār,19,13.14256,78.119754,13035,2.91,3,5.0
3885,Kolār_Ward_5,ward,Kolār,19,13.157082,78.111967,14015,11.14,6,6.6
3886,Kolār_Ward_6,ward,Kolār,19,13.158738,78.112538,14114,8.49,3,6.3
3887,Kolār_Ward_7,ward,Kolār,19,13.123389,78.151014,12790,4.68,5,7.0
3888,Kolār_Ward_8,ward,Kolār,19,13.15815,78.130361,15100,12.3,4,7.3
3889,Kolār_Ward_9,ward,Kolār,19,13.141393,78.129203,13864,10.93,5,6.6
3890,Kolār_Ward_10,ward,Kolār,19,13.142979,78.131936,15166,6.92,3,7.4
3891,Srikakulam_Ward_1,ward,Srikakulam,02,18.292673,83.897423,13790,12.71,4,7.4
3892,Srikakulam_Ward_2,ward,Srikakulam,02,18.287733,83.869678,14902,8.06,4,6.1
3893,Srikakulam_Ward_3,ward,Srikakulam,02,18.320117,83.898955,11681,12.27,2,6.5
3894,Srikakulam_Ward_4,ward,Srikakulam,02,18.298386,83.871952,11725,1.13,2,6.5
3895,Srikakulam_Ward_5,ward,Srikakulam,02,18.250496,83.887147,14113,10.94,4,4.9
3896,Srikakulam_Ward_6,ward,Srikakulam,02,18.298868,83.874817,13685,3.74,3,8.0
3897,Srikakulam_Ward_7,ward,Srikakulam,02,18.276226,83.876787,16286,6.55,3,6.9
3898,Srikakulam_Ward_8,ward,Srikakulam,02,18.30461,83.893641,15656,8.78,6,6.6
3899,Srikakulam_Ward_9,ward,Srikakulam,02,18.331796,83.916633,15622,3.57,3,6.5
