region_id,region_name,city,state,latitude,longitude,population,cluster,total_cases,avg_cases,outbreak_count,outbreak_rate
221,Tirunelveli_Ward_3,Tirunelveli,25,8.717098,77.717587,148030,15,1761,6.403636363636363,24,0.08727272727272728
222,Tirunelveli_Ward_4,Tirunelveli,25,8.761784,77.666449,149853,15,2838,10.063829787234043,24,0.0851063829787234
223,Tirunelveli_Ward_5,Tirunelveli,25,8.748184,77.692259,189497,15,3378,11.148514851485148,27,0.0891089108910891
224,Tirunelveli_Ward_6,Tirunelveli,25,8.731638,77.680967,121384,15,2624,10.053639846743295,26,0.09961685823754789
225,Tirunelveli_Ward_7,Tirunelveli,25,8.712591,77.667246,188544,15,2640,8.25,22,0.06875
226,Tirunelveli_Ward_8,Tirunelveli,25,8.703862,77.67475,123343,15,2380,7.854785478547854,34,0.11221122112211221
227,Tirunelveli_Ward_9,Tirunelveli,25,8.729001,77.66379,179548,15,2702,9.349480968858131,23,0.07958477508650519
228,Agra_Ward_1,Agra,Telangana,27.189937,78.037631,147314,1,2163,7.923076923076923,17,0.06227106227106227
229,Agra_Ward_2,Agra,Telangana,27.185164,78.024819,170392,1,2370,8.525179856115107,18,0.06474820143884892
230,Agra_Ward_3,Agra,Telangana,27.173386,78.033911,177328,1,2193,7.383838383838384,24,0.08080808080808081
231,Agra_Ward_4,Agra,Telangana,27.172554,78.030094,170686,1,2561,9.017605633802816,20,0.07042253521126761
232,Agra_Ward_5,Agra,Telangana,27.187515,78.05001,114519,1,1839,7.24015748031496,22,0.08661417322834646
233,Agra_Ward_6,Agra,Telangana,27.180551,78.014723,102131,1,1502,5.6893939393939394,21,0.07954545454545454
234,Agra_Ward_7,Agra,Telangana,27.216488,78.038562,142727,1,2321,8.23049645390071,26,0.09219858156028368
235,Agra_Ward_8,Agra,Telangana,27.171275,78.041257,136844,1,1877,6.92619926199262,20,0.07380073800738007
236,Agra_Ward_9,Agra,Telangana,27.207756,78.000158,130563,1,2337,8.655555555555555,24,0.08888888888888889
237,Agra_Ward_10,Agra,Telangana,27.186837,77.993332,175616,1,2934,10.294736842105262,29,0.10175438596491228
238,Faridabad_Ward_1,Faridabad,10,28.416851,77.323585,201217,1,3009,10.708185053380783,20,0.0711743772241993
239,Faridabad_Ward_2,Faridabad,10,28.419615,77.3143,142320,1,1954,6.808362369337979,18,0.0627177700348432
240,Faridabad_Ward_3,Faridabad,10,28.390034,77.336912,160590,1,2077,7.2369337979094075,21,0.07317073170731707
241,Faridabad_Ward_4,Faridabad,10,28.394855,77.308414,228985,1,4013,12.862179487179487,29,0.09294871794871795
242,Faridabad_Ward_5,Faridabad,10,28.413366,77.301922,203828,1,2567,8.280645161290323,22,0.07096774193548387
243,Faridabad_Ward_6,Faridabad,10,28.421862,77.327511,127564,1,1629,6.3882352941176475,16,0.06274509803921569
244,Faridabad_Ward_7,Faridabad,10,28.391272,77.314468,156131,1,2448,8.441379310344828,27,0.09310344827586207
245,Faridabad_Ward_8,Faridabad,10,28.417069,77.350555,221234,1,2861,9.442244224422442,20,0.066006600660066
246,Rajkot_Ward_1,Rajkot,Uttar Pradesh,22.290127,70.801747,204610,16,4702,14.739811912225706,25,0.07836990595611286
247,Rajkot_Ward_2,Rajkot,Uttar Pradesh,22.299658,70.779743,210371,16,2903,10.405017921146953,23,0.08243727598566308
248,Rajkot_Ward_3,Rajkot,Uttar Pradesh,22.29873,70.830193,268598,16,3798,11.758513931888546,21,0.06501547987616099
249,Rajkot_Ward_4,Rajkot,Uttar Pradesh,22.275633,70.788642,213351,16,3300,11.073825503355705,29,0.09731543624161074
250,Rajkot_Ward_5,Rajkot,Uttar Pradesh,22.299555,70.766184,232627,16,3250,10.833333333333334,24,0.08
251,Rajkot_Ward_6,Rajkot,Uttar Pradesh,22.273465,70.802219,248403,16,3353,10.957516339869281,25,0.08169934640522876
252,Najafgarh_Ward_1,Najafgarh,Delhi,28.631581,76.971365,150702,1,2388,8.528571428571428,27,0.09642857142857143
253,Najafgarh_Ward_2,Najafgarh,Delhi,28.603397,76.982376,196102,1,2617,7.788690476190476,25,0.0744047619047619
254,Najafgarh_Ward_3,Najafgarh,Delhi,28.62708,76.987313,186351,1,2715,9.329896907216495,26,0.08934707903780069
255,Najafgarh_Ward_4,Najafgarh,Delhi,28.588717,76.976449,179527,1,2523,8.790940766550523,24,0.08362369337979095
256,Najafgarh_Ward_5,Najafgarh,Delhi,28.620607,76.979372,192817,1,3618,11.064220183486238,36,0.11009174311926606
257,Najafgarh_Ward_6,Najafgarh,Delhi,28.601026,76.985697,199131,1,3205,10.612582781456954,28,0.09271523178807947
258,Najafgarh_Ward_7,Najafgarh,Delhi,28.617909,76.950418,235289,1,3936,12.990099009900991,20,0.066006600660066
259,Jamshedpur_Ward_1,Jamshedpur,38,22.796131,86.172178,170020,6,2988,10.197952218430034,36,0.12286689419795221
260,Jamshedpur_Ward_2,Jamshedpur,38,22.778577,86.189723,189485,6,3552,11.031055900621118,18,0.055900621118012424
261,Jamshedpur_Ward_3,Jamshedpur,38,22.793696,86.21284,126919,6,1939,6.974820143884892,23,0.08273381294964029
262,Jamshedpur_Ward_4,Jamshedpur,38,22.793694,86.189598,158999,6,2493,8.56701030927835,24,0.08247422680412371
263,Jamshedpur_Ward_5,Jamshedpur,38,22.80968,86.175284,149917,6,2426,8.602836879432624,25,0.08865248226950355
264,Jamshedpur_Ward_6,Jamshedpur,38,22.80555,86.173413,130657,6,1582,6.4048582995951415,19,0.07692307692307693
265,Jamshedpur_Ward_7,Jamshedpur,38,22.787076,86.1935,119725,6,2065,8.360323886639677,23,0.0931174089068826
266,Jamshedpur_Ward_8,Jamshedpur,38,22.813564,86.194557,138283,6,2118,7.457746478873239,24,0.08450704225352113
267,Jamshedpur_Ward_9,Jamshedpur,38,22.822703,86.193793,161676,6,2374,8.891385767790263,14,0.052434456928838954
268,Gorakhpur_Ward_1,Gorakhpur,10,29.461598,75.693894,190215,1,3357,10.589905362776026,12,0.03785488958990536
269,Gorakhpur_Ward_2,Gorakhpur,10,29.442206,75.659472,208097,1,2480,8.763250883392226,21,0.07420494699646643
270,Gorakhpur_Ward_3,Gorakhpur,10,29.418185,75.680752,139810,1,2456,8.587412587412587,24,0.08391608391608392
271,Gorakhpur_Ward_4,Gorakhpur,10,29.452291,75.684296,144302,1,2403,8.20136518771331,20,0.06825938566552901
272,Gorakhpur_Ward_5,Gorakhpur,10,29.451919,75.690266,188269,1,2529,8.486577181208053,25,0.08389261744966443
273,Gorakhpur_Ward_6,Gorakhpur,10,29.450395,75.652608,213719,1,3750,11.755485893416928,23,0.07210031347962383
274,Gorakhpur_Ward_7,Gorakhpur,10,29.43791,75.672517,199417,1,3089,10.57876712328767,30,0.10273972602739725
275,Gorakhpur_Ward_8,Gorakhpur,10,29.451291,75.711085,145458,1,1745,6.634980988593156,18,0.06844106463878327
276,Pimpri_Ward_1,Pimpri,Tripura,18.628637,73.797624,156871,0,3101,11.154676258992806,23,0.08273381294964029
277,Pimpri_Ward_2,Pimpri,Tripura,18.619785,73.794202,189485,0,2482,8.191419141914192,28,0.0924092409240924
278,Pimpri_Ward_3,Pimpri,Tripura,18.62884,73.79924,187916,0,3067,11.35925925925926,20,0.07407407407407407
279,Pimpri_Ward_4,Pimpri,Tripura,18.611147,73.816684,204708,0,3045,10.992779783393502,32,0.11552346570397112
280,Pimpri_Ward_5,Pimpri,Tripura,18.616358,73.794702,181970,0,2412,7.856677524429967,17,0.05537459283387622
281,Pimpri_Ward_6,Pimpri,Tripura,18.601645,73.780548,179421,0,2453,8.487889273356402,23,0.07958477508650519
282,Pimpri_Ward_7,Pimpri,Tripura,18.641859,73.809677,158741,0,3315,10.94059405940594,27,0.0891089108910891
283,Pimpri_Ward_8,Pimpri,Tripura,18.646052,73.837051,166419,0,2035,7.708333333333333,17,0.06439393939393939
284,Kalyan_Ward_1,Kalyan,Tripura,19.252588,73.135434,134562,0,2209,8.273408239700375,24,0.0898876404494382
285,Kalyan_Ward_2,Kalyan,Tripura,19.254146,73.14987,211548,0,5238,16.62857142857143,38,0.12063492063492064
286,Kalyan_Ward_3,Kalyan,Tripura,19.240795,73.122891,150094,0,2334,7.938775510204081,23,0.0782312925170068
287,Kalyan_Ward_4,Kalyan,Tripura,19.228337,73.163351,195055,0,2452,8.884057971014492,23,0.08333333333333333
288,Kalyan_Ward_5,Kalyan,Tripura,19.229308,73.15352,189818,0,2552,8.95438596491228,22,0.07719298245614035
289,Kalyan_Ward_6,Kalyan,Tripura,19.245813,73.109013,158545,0,3143,10.618243243243244,18,0.060810810810810814
290,Kalyan_Ward_7,Kalyan,Tripura,19.219779,73.130008,213065,0,3381,10.665615141955836,26,0.08201892744479496
291,Dombivali_Ward_1,Dombivali,Tripura,19.216257,73.109914,171437,0,2392,8.57347670250896,18,0.06451612903225806
292,Dombivali_Ward_2,Dombivali,Tripura,19.223702,73.08926,194969,0,2697,9.563829787234043,19,0.0673758865248227
293,Dombivali_Ward_3,Dombivali,Tripura,19.215168,73.080275,152712,0,1996,6.979020979020979,12,0.04195804195804196
294,Dombivali_Ward_4,Dombivali,Tripura,19.22218,73.078773,207773,0,3602,11.083076923076923,30,0.09230769230769231
295,Dombivali_Ward_5,Dombivali,Tripura,19.180306,73.096591,161867,0,2379,8.091836734693878,18,0.061224489795918366
296,Dombivali_Ward_6,Dombivali,Tripura,19.224409,73.081687,152546,0,2160,7.659574468085107,20,0.07092198581560284
297,Dombivali_Ward_7,Dombivali,Tripura,19.228584,73.064516,145911,0,2385,8.641304347826088,21,0.07608695652173914
298,Meerut_Ward_1,Meerut,Telangana,28.979485,77.694234,120903,1,1793,7.115079365079365,27,0.10714285714285714
299,Meerut_Ward_2,Meerut,Telangana,28.983029,77.72359,155043,1,3047,11.369402985074627,22,0.08208955223880597
300,Meerut_Ward_3,Meerut,Telangana,28.990417,77.712052,114525,1,1606,5.79783393501805,16,0.05776173285198556
301,Meerut_Ward_4,Meerut,Telangana,28.986568,77.719919,149439,1,1932,7.102941176470588,17,0.0625
302,Meerut_Ward_5,Meerut,Telangana,29.010882,77.727318,149158,1,1917,6.8464285714285715,18,0.06428571428571428
303,Meerut_Ward_6,Meerut,Telangana,28.970331,77.694372,122138,1,2249,8.683397683397683,20,0.07722007722007722
304,Meerut_Ward_7,Meerut,Telangana,29.00439,77.700953,148424,1,1921,6.764084507042254,21,0.07394366197183098
305,Meerut_Ward_8,Meerut,Telangana,28.993267,77.705192,156448,1,2532,8.612244897959183,24,0.08163265306122448
306,Virar_Ward_1,Virar,Tripura,19.444633,72.831002,260507,0,2704,9.013333333333334,15,0.05
307,Virar_Ward_2,Virar,Tripura,19.469698,72.801338,213215,0,4207,13.659090909090908,30,0.09740259740259741
308,Virar_Ward_3,Virar,Tripura,19.475125,72.793073,227677,0,2420,8.551236749116608,20,0.0706713780918728
309,Virar_Ward_4,Virar,Tripura,19.450888,72.805305,165131,0,2069,6.919732441471572,18,0.06020066889632107
310,Virar_Ward_5,Virar,Tripura,19.462264,72.800323,250477,0,3445,12.045454545454545,25,0.08741258741258741
311,Virar_Ward_6,Virar,Tripura,19.454715,72.818146,262907,0,4858,15.18125,28,0.0875
312,Nowrangapur_Ward_1,Nowrangapur,Odisha,19.237565,82.530425,143983,17,2505,8.789473684210526,24,0.08421052631578947
313,Nowrangapur_Ward_2,Nowrangapur,Odisha,19.239834,82.553147,152138,17,2425,8.192567567567568,25,0.08445945945945946
314,Nowrangapur_Ward_3,Nowrangapur,Odisha,19.226709,82.575378,180824,17,2976,9.85430463576159,34,0.11258278145695365
315,Nowrangapur_Ward_4,Nowrangapur,Odisha,19.199312,82.539143,202784,17,2995,10.773381294964029,24,0.08633093525179857
316,Nowrangapur_Ward_5,Nowrangapur,Odisha,19.223568,82.539781,184925,17,3170,10.782312925170068,27,0.09183673469387756
317,Nowrangapur_Ward_6,Nowrangapur,Odisha,19.249397,82.57108,185466,17,2998,9.797385620915033,27,0.08823529411764706
318,Srinagar_Ward_1,Srinagar,Lakshadweep,34.085287,74.811137,119979,18,1734,5.685245901639345,18,0.05901639344262295
319,Srinagar_Ward_2,Srinagar,Lakshadweep,34.089899,74.801666,112103,18,1374,5.3882352941176475,16,0.06274509803921569
320,Srinagar_Ward_3,Srinagar,Lakshadweep,34.06546,74.776508,110934,18,1543,5.5703971119133575,19,0.06859205776173286
321,Srinagar_Ward_4,Srinagar,Lakshadweep,34.093359,74.808244,163901,18,2275,7.81786941580756,20,0.06872852233676977
322,Srinagar_Ward_5,Srinagar,Lakshadweep,34.102295,74.80964,138907,18,1939,6.709342560553633,22,0.07612456747404844
323,Srinagar_Ward_6,Srinagar,Lakshadweep,34.102256,74.803744,137797,18,1653,6.214285714285714,20,0.07518796992481203
324,Srinagar_Ward_7,Srinagar,Lakshadweep,34.084292,74.802222,162866,18,2226,8.183823529411764,21,0.07720588235294118
325,Srinagar_Ward_8,Srinagar,Lakshadweep,34.096732,74.814781,95280,18,1227,5.028688524590164,14,0.05737704918032787
326,Srinagar_Ward_9,Srinagar,Lakshadweep,34.10194,74.815441,102886,18,964,3.6793893129770994,8,0.030534351145038167
327,Ghaziabad_Ward_1,Ghaziabad,Telangana,28.661998,77.43391,141392,1,1992,7.405204460966543,23,0.08550185873605948
328,Ghaziabad_Ward_2,Ghaziabad,Telangana,28.641105,77.454902,145678,1,2518,9.50188679245283,21,0.07924528301886792
329,Ghaziabad_Ward_3,Ghaziabad,Telangana,28.679605,77.464809,246909,1,4249,13.976973684210526,28,0.09210526315789473
330,Ghaziabad_Ward_4,Ghaziabad,Telangana,28.662818,77.440397,259277,1,3367,10.554858934169278,20,0.06269592476489028
331,Ghaziabad_Ward_5,Ghaziabad,Telangana,28.65144,77.442726,151160,1,2313,9.252,23,0.092
332,Ghaziabad_Ward_6,Ghaziabad,Telangana,28.672866,77.448949,191521,1,2889,10.136842105263158,27,0.09473684210526316
333,Dhanbad_Ward_1,Dhanbad,38,23.805258,86.450525,184741,6,2193,7.6947368421052635,19,0.06666666666666667
334,Dhanbad_Ward_2,Dhanbad,38,23.817314,86.414704,150635,6,1866,6.43448275862069,24,0.08275862068965517
335,Dhanbad_Ward_3,Dhanbad,38,23.830154,86.427282,189945,6,2512,8.209150326797385,17,0.05555555555555555
336,Dhanbad_Ward_4,Dhanbad,38,23.823016,86.428337,137132,6,2366,7.8604651162790695,26,0.08637873754152824
337,Dhanbad_Ward_5,Dhanbad,38,23.79115,86.419534,191829,6,4157,14.534965034965035,28,0.0979020979020979
338,Dhanbad_Ward_6,Dhanbad,38,23.796343,86.416505,151012,6,2343,8.135416666666666,24,0.08333333333333333
339,Dhanbad_Ward_7,Dhanbad,38,23.792952,86.418638,176672,6,2796,9.477966101694916,23,0.07796610169491526
340,Dhanbad_Ward_8,Dhanbad,38,23.799315,86.418233,160028,6,2342,7.885521885521886,21,0.0707070707070707
341,Aurangabad_Ward_1,Aurangabad,Tripura,19.89371,75.34258,146320,0,2579,9.378181818181819,24,0.08727272727272728
342,Aurangabad_Ward_2,Aurangabad,Tripura,19.854864,75.35473,165752,0,2211,7.494915254237288,17,0.0576271186440678
343,Aurangabad_Ward_3,Aurangabad,Tripura,19.870324,75.344462,125526,0,1779,6.540441176470588,17,0.0625
344,Aurangabad_Ward_4,Aurangabad,Tripura,19.891023,75.329776,135348,0,1760,6.197183098591549,21,0.07394366197183098
345,Aurangabad_Ward_5,Aurangabad,Tripura,19.875601,75.343413,109888,0,2262,8.905511811023622,29,0.1141732283464567
346,Aurangabad_Ward_6,Aurangabad,Tripura,19.884199,75.359903,103715,0,1630,7.874396135265701,15,0.07246376811594203
347,Aurangabad_Ward_7,Aurangabad,Tripura,19.891867,75.346567,166628,0,2941,9.306962025316455,28,0.08860759493670886
348,Aurangabad_Ward_8,Aurangabad,Tripura,19.879198,75.316804,145655,0,1765,6.610486891385768,18,0.06741573033707865
349,Varanasi_Ward_1,Varanasi,Telangana,25.319078,82.994995,105483,19,1353,5.144486692015209,18,0.06844106463878327
350,Varanasi_Ward_2,Varanasi,Telangana,25.323088,83.038013,100747,19,1732,6.636015325670498,21,0.08045977011494253
351,Varanasi_Ward_3,Varanasi,Telangana,25.337567,83.006659,138965,19,2211,7.757894736842105,19,0.06666666666666667
352,Varanasi_Ward_4,Varanasi,Telangana,25.328842,82.982875,123501,19,2332,8.542124542124542,27,0.0989010989010989
353,Varanasi_Ward_5,Varanasi,Telangana,25.300316,83.004248,111586,19,1892,7.033457249070632,25,0.09293680297397769
354,Varanasi_Ward_6,Varanasi,Telangana,25.328375,83.011154,126004,19,2141,7.813868613138686,24,0.08759124087591241
355,Varanasi_Ward_7,Varanasi,Telangana,25.291428,82.998322,128814,19,2041,7.394927536231884,25,0.09057971014492754
356,Varanasi_Ward_8,Varanasi,Telangana,25.307793,83.038781,91327,19,1790,7.584745762711864,20,0.0847457627118644
357,Varanasi_Ward_9,Varanasi,Telangana,25.324874,83.010506,108350,19,1779,6.588888888888889,22,0.08148148148148149
358,Varanasi_Ward_10,Varanasi,Telangana,25.31113,82.983353,144391,19,2403,7.956953642384106,26,0.08609271523178808
359,Amritsar_Ward_1,Amritsar,Madhya Pradesh,31.632794,74.870333,153853,1,1941,7.058181818181819,18,0.06545454545454546
360,Amritsar_Ward_2,Amritsar,Madhya Pradesh,31.629056,74.883274,114833,1,2389,8.562724014336917,17,0.06093189964157706
361,Amritsar_Ward_3,Amritsar,Madhya Pradesh,31.631911,74.882853,139724,1,1709,6.237226277372263,16,0.058394160583941604
362,Amritsar_Ward_4,Amritsar,Madhya Pradesh,31.613027,74.856418,185454,1,3344,11.109634551495017,26,0.08637873754152824
363,Amritsar_Ward_5,Amritsar,Madhya Pradesh,31.606249,74.878929,140038,1,2820,9.724137931034482,34,0.11724137931034483
364,Amritsar_Ward_6,Amritsar,Madhya Pradesh,31.61805,74.879718,150934,1,1993,7.408921933085502,20,0.07434944237918216
365,Amritsar_Ward_7,Amritsar,Madhya Pradesh,31.61536,74.873751,142776,1,2652,9.608695652173912,28,0.10144927536231885
366,Amritsar_Ward_8,Amritsar,Madhya Pradesh,31.629355,74.869914,170482,1,2697,9.080808080808081,28,0.09427609427609428
367,Vijayawada_Ward_1,Vijayawada,Himachal Pradesh,16.513107,80.646161,188641,20,2840,10.597014925373134,23,0.08582089552238806
368,Vijayawada_Ward_2,Vijayawada,Himachal Pradesh,16.526379,80.656197,177566,20,2513,8.547619047619047,15,0.05102040816326531
369,Vijayawada_Ward_3,Vijayawada,Himachal Pradesh,16.523291,80.649949,245497,20,3232,11.340350877192982,29,0.10175438596491228
370,Vijayawada_Ward_4,Vijayawada,Himachal Pradesh,16.517128,80.664087,235477,20,3388,10.392638036809815,24,0.0736196319018405
371,Vijayawada_Ward_5,Vijayawada,Himachal Pradesh,16.516353,80.602494,205010,20,2665,8.569131832797428,23,0.07395498392282958
372,Vijayawada_Ward_6,Vijayawada,Himachal Pradesh,16.501622,80.660879,148745,20,2756,9.569444444444445,25,0.08680555555555555
373,Ranchi_Ward_1,Ranchi,38,23.333759,85.322336,102878,6,1642,6.104089219330855,20,0.07434944237918216
374,Ranchi_Ward_2,Ranchi,38,23.350856,85.317126,97809,6,1284,5.283950617283951,19,0.07818930041152264
375,Ranchi_Ward_3,Ranchi,38,23.360994,85.320025,150323,6,2417,9.01865671641791,23,0.08582089552238806
376,Ranchi_Ward_4,Ranchi,38,23.329932,85.284796,92070,6,1384,5.742738589211618,22,0.0912863070539419
377,Ranchi_Ward_5,Ranchi,38,23.314756,85.312599,92881,6,1065,4.671052631578948,16,0.07017543859649122
378,Ranchi_Ward_6,Ranchi,38,23.357224,85.30698,109195,6,1472,5.372262773722627,18,0.06569343065693431
379,Ranchi_Ward_7,Ranchi,38,23.355602,85.306493,111153,6,1892,7.221374045801527,21,0.08015267175572519
380,Ranchi_Ward_8,Ranchi,38,23.324571,85.284606,135526,6,1861,6.718411552346571,20,0.07220216606498195
381,Ranchi_Ward_9,Ranchi,38,23.297867,85.312158,130899,6,2463,9.190298507462687,32,0.11940298507462686
382,Jabalpur_Ward_1,Jabalpur,35,23.159595,79.962711,127893,21,1975,7.314814814814815,22,0.08148148148148149
383,Jabalpur_Ward_2,Jabalpur,35,23.172856,79.942426,93331,21,1403,5.75,18,0.07377049180327869
384,Jabalpur_Ward_3,Jabalpur,35,23.160831,79.940667,93640,21,1397,5.7727272727272725,20,0.08264462809917356
385,Jabalpur_Ward_4,Jabalpur,35,23.179346,79.937053,96242,21,2182,7.447098976109215,25,0.08532423208191127
386,Jabalpur_Ward_5,Jabalpur,35,23.154681,79.965471,133599,21,2252,8.628352490421456,23,0.08812260536398467
387,Jabalpur_Ward_6,Jabalpur,35,23.172827,79.948512,81511,21,1173,4.729838709677419,25,0.10080645161290322
388,Jabalpur_Ward_7,Jabalpur,35,23.164956,79.957894,118965,21,1995,7.074468085106383,28,0.09929078014184398
389,Jabalpur_Ward_8,Jabalpur,35,23.1683,79.95302,95060,21,1323,5.535564853556485,15,0.06276150627615062
390,Jabalpur_Ward_9,Jabalpur,35,23.185028,79.956179,108193,21,1961,7.542307692307692,21,0.08076923076923077
391,Jabalpur_Ward_10,Jabalpur,35,23.158712,79.931749,99717,21,1458,5.5227272727272725,17,0.06439393939393939
392,Prayagraj_Ward_1,Prayagraj,Telangana,25.466567,81.83727,195796,22,3132,11.145907473309608,22,0.07829181494661921
393,Prayagraj_Ward_2,Prayagraj,Telangana,25.454837,81.827142,190472,22,3074,10.900709219858156,22,0.07801418439716312
394,Prayagraj_Ward_3,Prayagraj,Telangana,25.431249,81.859348,167648,22,2501,8.837455830388693,21,0.07420494699646643
395,Prayagraj_Ward_4,Prayagraj,Telangana,25.439851,81.852268,164713,22,2266,7.923076923076923,22,0.07692307692307693
396,Prayagraj_Ward_5,Prayagraj,Telangana,25.429747,81.82034,127308,22,2914,9.877966101694915,34,0.1152542372881356
397,Prayagraj_Ward_6,Prayagraj,Telangana,25.406345,81.840355,182226,22,2307,7.846938775510204,18,0.061224489795918366
398,Visakhapatnam_Ward_1,Visakhapatnam,Himachal Pradesh,17.676147,83.231879,104795,13,1460,5.7254901960784315,19,0.07450980392156863
399,Visakhapatnam_Ward_2,Visakhapatnam,Himachal Pradesh,17.686667,83.201904,91589,13,1626,6.47808764940239,20,0.0796812749003984
400,Visakhapatnam_Ward_3,Visakhapatnam,Himachal Pradesh,17.688967,83.216323,119403,13,2259,8.335793357933579,23,0.08487084870848709
401,Visakhapatnam_Ward_4,Visakhapatnam,Himachal Pradesh,17.682561,83.202373,142728,13,1950,7.065217391304348,22,0.07971014492753623
402,Visakhapatnam_Ward_5,Visakhapatnam,Himachal Pradesh,17.683749,83.167508,104161,13,2150,8.143939393939394,19,0.07196969696969698
403,Visakhapatnam_Ward_6,Visakhapatnam,Himachal Pradesh,17.678541,83.176962,135668,13,2311,7.941580756013746,25,0.0859106529209622
404,Visakhapatnam_Ward_7,Visakhapatnam,Himachal Pradesh,17.683551,83.198524,98665,13,1244,4.956175298804781,21,0.08366533864541832
405,Visakhapatnam_Ward_8,Visakhapatnam,Himachal Pradesh,17.699315,83.209975,123679,13,1724,6.223826714801444,20,0.07220216606498195
406,Visakhapatnam_Ward_9,Visakhapatnam,Himachal Pradesh,17.697192,83.18406,107157,13,1230,4.959677419354839,12,0.04838709677419355
407,Jodhpur_Ward_1,Jodhpur,Gujarat,26.28322,73.004801,197970,23,2680,9.50354609929078,25,0.08865248226950355
408,Jodhpur_Ward_2,Jodhpur,Gujarat,26.299753,73.006508,148770,23,2612,8.97594501718213,24,0.08247422680412371
409,Jodhpur_Ward_3,Jodhpur,Gujarat,26.265559,73.000578,208452,23,2971,10.209621993127147,21,0.07216494845360824
410,Jodhpur_Ward_4,Jodhpur,Gujarat,26.291412,73.002929,145315,23,3527,13.062962962962963,21,0.07777777777777778
411,Jodhpur_Ward_5,Jodhpur,Gujarat,26.261971,73.014768,224681,23,3614,11.329153605015675,24,0.07523510971786834
412,Jodhpur_Ward_6,Jodhpur,Gujarat,26.275343,72.99519,188952,23,3804,13.027397260273972,28,0.0958904109589041
413,Gwalior_Ward_1,Gwalior,35,26.236218,78.173657,121720,1,1954,6.978571428571429,23,0.08214285714285714
414,Gwalior_Ward_2,Gwalior,35,26.226966,78.194257,84102,1,965,4.1239316239316235,15,0.0641025641025641
415,Gwalior_Ward_3,Gwalior,35,26.225134,78.173359,74381,1,1302,5.864864864864865,18,0.08108108108108109
416,Gwalior_Ward_4,Gwalior,35,26.238898,78.180414,79844,1,1018,4.313559322033898,13,0.05508474576271186
417,Gwalior_Ward_5,Gwalior,35,26.261326,78.169665,81306,1,1297,5.472573839662447,17,0.07172995780590717
418,Gwalior_Ward_6,Gwalior,35,26.227112,78.153208,121528,1,2240,7.697594501718213,25,0.0859106529209622
419,Gwalior_Ward_7,Gwalior,35,26.201832,78.188483,123633,1,1860,6.966292134831461,17,0.06367041198501873
420,Gwalior_Ward_8,Gwalior,35,26.243219,78.162719,131901,1,1884,6.977777777777778,24,0.08888888888888889
421,Gwalior_Ward_9,Gwalior,35,26.223724,78.183665,133940,1,1879,6.663120567375887,19,0.0673758865248227
422,Gwalior_Ward_10,Gwalior,35,26.206366,78.161293,96145,1,1634,6.953191489361702,17,0.07234042553191489
423,Teni_Ward_1,Teni,25,10.008313,77.491545,151097,10,2605,8.830508474576272,27,0.09152542372881356
424,Teni_Ward_2,Teni,25,10.010969,77.469459,156891,10,2469,9.043956043956044,30,0.10989010989010989
425,Teni_Ward_3,Teni,25,9.972087,77.480704,153465,10,1788,6.318021201413427,15,0.053003533568904596
426,Teni_Ward_4,Teni,25,9.995084,77.463437,158510,10,2347,8.206293706293707,21,0.07342657342657342
427,Teni_Ward_5,Teni,25,10.003587,77.476497,100460,10,2113,8.034220532319392,33,0.12547528517110265
428,Teni_Ward_6,Teni,25,10.011662,77.466747,114125,10,1847,7.271653543307087,14,0.05511811023622047
429,Teni_Ward_7,Teni,25,10.021341,77.460488,148112,10,2698,8.933774834437086,17,0.056291390728476824
430,Teni_Ward_8,Teni,25,10.000987,77.490674,104631,10,1513,5.709433962264151,21,0.07924528301886792
431,Howrah_Ward_1,Howrah,West Bengal,22.567917,88.339906,108355,6,1814,7.141732283464567,19,0.07480314960629922
432,Howrah_Ward_2,Howrah,West Bengal,22.564756,88.325775,107932,6,1889,6.996296296296296,22,0.08148148148148149
433,Howrah_Ward_3,Howrah,West Bengal,22.586637,88.296024,90222,6,935,4.2889908256880735,10,0.045871559633027525
434,Howrah_Ward_4,Howrah,West Bengal,22.580633,88.283932,129461,6,2109,7.928571428571429,17,0.06390977443609022
435,Howrah_Ward_5,Howrah,West Bengal,22.57207,88.345498,128725,6,1339,4.95925925925926,17,0.06296296296296296
436,Howrah_Ward_6,Howrah,West Bengal,22.583204,88.310531,93230,6,1523,6.019762845849803,19,0.07509881422924901
437,Howrah_Ward_7,Howrah,West Bengal,22.583473,88.330254,116767,6,1604,6.1692307692307695,20,0.07692307692307693
438,Howrah_Ward_8,Howrah,West Bengal,22.586911,88.325383,117222,6,1603,5.725,22,0.07857142857142857
439,Howrah_Ward_9,Howrah,West Bengal,22.554112,88.313215,115399,6,1897,6.823741007194244,24,0.08633093525179857
440,Howrah_Ward_10,Howrah,West Bengal,22.577627,88.345858,125127,6,2117,8.434262948207172,20,0.0796812749003984
441,Raipur_Ward_1,Raipur,37,21.20103,81.649787,100033,24,1430,5.674603174603175,20,0.07936507936507936
442,Raipur_Ward_2,Raipur,37,21.220388,81.638979,151265,24,2099,7.262975778546712,21,0.0726643598615917
443,Raipur_Ward_3,Raipur,37,21.251509,81.637249,159694,24,2174,7.934306569343065,23,0.08394160583941605
